Title,Artist,Classification,Medium,Dimension,Owner,Image,Description,DateOfWork,CreditLine,Sitter,sitterBirthDate,sitterDeathDate,birthDate,deathDate,EA_id
Paul Dyer Merica,Everett Raymond Kinstler,Painting,Oil on canvas,"121.3cm x 105.4cm (47 3/4"" x 41 1/2""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8800120a.jpg,,1963,"National Portrait Gallery, Smithsonian Institution; transfer from the National Bureau of Standards, Department of Commerce; gift of the International Nickel Corporation, 1984",Paul Dyer Merica,1889,1957,1926,,417d9f5d1f86
Robert Andrews Millikan,Stephen Seymour Thomas,Painting,Oil on canvas,"61cm x 46.2cm (24"" x 18 3/16"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9400058a.jpg,,1929,"National Portrait Gallery, Smithsonian Institution; gift of Michael Millikan and family",Robert Andrews Millikan,1868,1953,1868,1956,288792de5d89
Samuel F. B. Morse Self-Portrait,Samuel Finley Breese Morse,Painting,Oil on millboard,"Board: 27.3 x 22.5 x 0.3cm (10 3/4 x 8 7/8 x 1/8"") Frame: 35.6 x 30.5 x 4.8cm (14 x 12 x 1 7/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8000496A_1.jpg,"Inventor of the telegraph Samuel Morse was first a portraitist active in intellectual circles, who helped found the National Academy of Design (1826) in order to elevate and support the arts. But around 1832 he became fascinated with the idea of sending messages via electric wire. With no scientific or mechanical training, Morse devised an elegant machine that sent coded messages by opening and closing an electrical circuit. While the government neglected the telegraph, private businesses seized on the new invention as a great leap forward in communications technology. At a time when railways and water transportation were binding the country together, Morse did the same with a network of instantaneous communication. Speed has always characterized America, and Morse's breakthrough was the gigantic first step in creating ever-faster means of communicating. ",1812,"National Portrait Gallery, Smithsonian Institution; this acquisition was made possible by a generous contribution from the James Smithson Society",Samuel Finley Breese Morse,1791,1872,1791,1872,fc31a6e0c91c
Samuel F. B. Morse,Edward Lind Morse,Painting,Oil on canvas,"35.5cm x 28.5cm (14"" x 11 1/4""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7100046a.jpg,,1895,"National Portrait Gallery, Smithsonian Institution; transfer from the National Museum of American History; gift of the Telegraphic Historical Society of North America",Samuel Finley Breese Morse,1791,1872,1857,1923,7e80400752f8
Albert James Myer,George Peter Alexander Healy,Painting,Oil on canvas,"76cm x 62cm (29 15/16"" x 24 7/16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7000032A_1.jpg,,1876,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; bequest of Viola Walden Myer, 1919",Albert James Myer,1829,1880,1813,1894,96b9409f6235
Simon Newcomb,Charles Harold L. MacDonald,Painting,Oil on canvas,"76.2cm x 63.4cm (30"" x 24 15/16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7800580a.jpg,,1909,"National Portrait Gallery, Smithsonian Institution; gift of Simon Newcomb Wilson",Simon Newcomb,1835,1909,1861,1923,a7a78738c460
Logan Waller Page,William N. Dovener,Painting,Oil on canvas,"112.4cm x 91.8cm (44 1/4"" x 36 1/8""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6510110a.jpg,,1931,"National Portrait Gallery, Smithsonian Institution; transfer from the National Archives",Logan Waller Page,1870,1918,1870,1954,9c64383ddf9b
Thomas Paine,Laurent Dabos,Painting,Oil on canvas,"Stretcher: 34 x 26cm (13 3/8 x 10 1/4"") Frame: 50.8 x 43.5cm (20 x 17 1/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/A8000010A_1.jpg,"Before the Reign of Terror began in 1793, Laurent Dabos, an artist from Toulouse undertook (apparently for the purpose of engraving) small full-length portraits of twelve luminaries of the French Revolution-Thomas Paine the only non-Frenchman among them. The bust version here shows Paine about the time he reached France. Well known as the author of Common Sense and Rights of Man, he was greeted by cannon salutes and cries of ""Vive Thomas Paine.""  Outlawed in England, Paine was never able to return to his native land, but his portrait was carried there-possibly by a member of the radical Anglo contingent in Paris-and was discovered some years ago in Northumberland. ",c. 1792,"National Portrait Gallery, Smithsonian Institution",Thomas Paine,1737,1809,1761,1835,45ab5fa88ffe
Linus Pauling,Alice Neel,Painting,Oil on canvas,"Stretcher: 126.4 x 90.2 x 2.5cm (49 3/4 x 35 1/2 x 1"") Frame: 148.9 x 113 x 7cm (58 5/8 x 44 1/2 x 2 3/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8500146A_1.jpg,"Born Portland, Oregon  The only recipient of two unshared Nobel Prizes-for chemistry and peace-Linus Pauling both advanced science and addressed its social implications. In the 1930s and 1940s, he applied quantum mechanics to chemistry, inspiring new discoveries about molecular structures and leading to his 1954 Nobel Prize. Pauling's resistance to atomic weapons fueled his publication of No More War! in 1958 and earned him a second Nobel in 1962. A year later the Nuclear Test-Ban Treaty was implemented.  	Alice Neel's informal portrait depicts the scientist outside of the laboratory to indicate the breadth of his commitments. Pauling later explained, ""I could have accomplished a lot more science from 1945 to 1965. I decided . . . I ought to get scientists working for world peace. . . . Scientists have an obligation to help fellow citizens make the right decisions.""",1969,"National Portrait Gallery, Smithsonian Institution",Linus Carl Pauling,1901,1994,1900,1984,45b97da0bad3
Rubens Peale,Rembrandt Peale,Painting,Oil on canvas,"Stretcher: 66.7 x 54.6cm (26 1/4 x 21 1/2"") Frame: 82.9 x 70.5 x 5.1cm (32 5/8 x 27 3/4 x 2"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8600424A_1.jpg,"Born Philadelphia, Pennsylvania  Charles Willson Peale named his children after artists and scientists, so at his birth Rubens Peale joined his older brothers Raphaelle and Rembrandt. Unlike them, Rubens did not become an artist but followed the Peale family闂佺偨鍎查悰?other business: operating museums of art and science. Rubens was a good manager, helping his father run the famous Peale Museum in Philadelphia and taking sole charge of it in 1810. Later he would operate Peale Museums in Baltimore and New York.  This portrait by Rembrandt Peale emphasizes Rubens闂佺偨鍎查悰?eyeglasses (he was very near-sighted), as does his more famous 1801 painting, Rubens Peale with a Geranium (National Gallery of Art). Many of the Peales had poor eyesight and were interested in optometry. ",1807,"National Portrait Gallery, Smithsonian Institution; partial gift of Mrs. James Burd Peale Green",Rubens Peale,1784,1865,1778,1860,1ab99b63a67a
Charles Willson Peale Self-Portrait,Charles Willson Peale,Painting,Oil on canvas,"Frame: 84.8 x 72.1 x 7.3cm (33 3/8 x 28 3/8 x 2 7/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8900558A_1.jpg,"Born Queen Anne's County, Maryland  A creative and energetic force throughout the Revolutionary era and the early Republic, Charles Willson Peale moved to London in 1767 to study painting with Benjamin West. In 1769 he returned to Maryland, where he made portraits of landowners and their families before settling in Philadelphia in 1776. Peale, a militiaman and political figure, sided with radical factions during and after the Revolution, and painted portraits of national heroes in the fight for independence. His portrait gallery became a feature of his Philadelphia Museum-the nation's first significant museum of natural history-which opened to the public in 1786. His energy and abilities made him a sought-after painter of portraits of George Washington, a correspondent of Thomas Jefferson, and the leader of an expedition to exhume the skeleton of a mastodon. Members of his large family followed in his footsteps as artists, scientists, and museum entrepreneurs.",c. 1791,"National Portrait Gallery, Smithsonian Institution; Frame conserved with funds from the Smithsonian Women's Committee",Charles Willson Peale,1741,1827,1741,1827,28740d89cb8a
Rembrandt Peale,Charles Willson Peale,Painting,Oil on canvas,"68.6cm x 52.7cm (27"" x 20 3/4""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8200116A_1.jpg,,1818,"National Portrait Gallery, Smithsonian Institution; gift of Donald Hamilton Workman in memory of his father, James Clark Workman, and his grandfather, James Henry Workman",Rembrandt Peale,1778,1860,1741,1827,9755ac9375e4
"Richard Alexander F. Penrose, Jr.",Albert Rosenthal,Painting,Oil on canvas,"77cm x 63.5cm (30 5/16"" x 25""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6700118a.jpg,,,"National Portrait Gallery, Smithsonian Institution; gift of Mrs. Andrew Van Pelt",Richard Alexander F. Penrose Jr.,1863,1931,1863,1939,a9844b74c682
Richard Alexander Penrose,Julian Russell Story,Painting,Oil on canvas,"152.4cm x 101.6cm (60"" x 40""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6910030a.jpg,,1919,"National Portrait Gallery, Smithsonian Institution; gift of Mrs. Martin Beaver",Richard Alexander F. Penrose Jr.,1863,1931,1857,1919,c20ab8f68072
John Wesley Powell,Edmund Clarence Messer,Painting,Oil on canvas,"Stretcher: 120.3 x 95.9 x 2.5cm (47 3/8 x 37 3/4 x 1"") Frame: 151.1 x 126 x 10.5cm (59 1/2 x 49 5/8 x 4 1/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7000034a.jpg,"John Wesley Powell's work as an explorer, geologist, and anthropologist in the American West helped to shape national policies on a host of issues, including the status of native peoples and the development of public lands. Although he was celebrated for leading the first American exploring expedition through the Grand Canyon in 1869, his greater contribution came from his scientific reports on western lands and the peoples living there, many of which contradicted long-held beliefs. His advocacy of communal or government control of water for irrigation in the West was derided at the time, yet his studies served as the foundation for twentieth-century water-use policies. As director of both the U.S. Geological Survey and the U.S. Bureau of Ethnology, Powell saw science as a vital force in promoting the common good. ",1889,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of Mrs. John Wesley Powell, 1906",John Wesley Powell,1834,1902,1842,1919,a7c50c33391e
Paul Goodwin Redington,William N. Dovener,Painting,Oil on canvas,"111.8cm x 91.5cm (44"" x 36""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6510148a.jpg,,1931,"National Portrait Gallery, Smithsonian Institution; transfer from the National Archives",Paul Goodwin Redington,1878,1942,1870,1954,c210e82b7335
Samuel Ringgold,John Vanderlyn,Painting,Oil on canvas,"Frame: 96.5 x 83.2 x 5.7cm (38 x 32 3/4 x 2 1/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9600186A_1.jpg,,c. 1825,"National Portrait Gallery, Smithsonian Institution; gift of the William Woodville Estate",Samuel Ringgold,1796,1846,1775,1852,32bdb0a708fa
S. Dillon Ripley,Albert Ketcham Murray,Painting,Oil on canvas,"91.5 x 76.2 cm (36 x 30"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/83l0004a.jpg,,1968,"National Portrait Gallery, Smithsonian Institution",S. Dillon Ripley,1913,2001,1906,1992,eb5dacf8573c
David Rittenhouse,Charles Willson Peale,Painting,Oil on canvas,"Sight: 124.5 x 100.3 x 2.5cm (49 x 39 1/2 x 1"") Frame: 147.3 x 121.9 x 8.9cm (58 x 48 x 3 1/2"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9800146a.jpg,"A clockmaker by trade and a self-taught mathematician and astronomer, David Rittenhouse was second only to Benjamin Franklin as the foremost man of science in eighteenth-century America. His surveying instruments were unsurpassed; his astronomical calculations were solicited by almanac publishers near and far; and his orrery (a mathematically precise model of the solar system) was touted as the greatest mechanical wonder of the new world, more complete than anything that could be obtained in Europe. Rittenhouse's name, said physician and patriot Dr. Benjamin Rush, ""gave splendor to the American character."" 	Charles Willson Peale painted his friend (and collaborator in experiments to improve rifles during the Revolution) seated before a large reflecting telescope-perhaps the one bequeathed to him by Benjamin Franklin-pointing to a comet in orbit. ",1796,"National Portrait Gallery, Smithsonian Institution; bequest of Stanley P. Sax",David Rittenhouse,1732,1796,1741,1827,cb81fb5eda96
Solomon White Roberts,Manuel Joachim de Franca,Painting,Oil on canvas,"76.2cm x 63.5cm (30"" x 25"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9200202a.jpg,,1835,"National Portrait Gallery, Smithsonian Institution; partial gift of Lucia Howe Snow",Solomon White Roberts,1811,1882,1808,1865,d9e3912eebdf
Thomas Say,Joseph Wood,Painting,Oil on wood,"23cm x 17cm (9 1/16"" x 6 11/16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7200214a.jpg,,c. 1812,"National Portrait Gallery, Smithsonian Institution",Thomas Say,1787,1834,1778,1830,c65973acb976
Alan Shepard,Everett Raymond Kinstler,Painting,Oil on board,"61cm x 50.9cm (24"" x 20 1/16"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9200168a.jpg,,1965,"National Portrait Gallery, Smithsonian Institution; gift of Everett Raymond Kinstler","Alan Bartlett Shepard, Jr.",1923,1998,1926,,cd0e4032513d
Benjamin Silliman,John Trumbull,Painting,Oil on wood,"Panel: 48.9 x 40 x 1.3cm (19 1/4 x 15 3/4 x 1/2"") Frame: 67.3 x 58.4 x 8.3cm (26 1/2 x 23 x 3 1/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6800012A_1.jpg,"Appointed Yale College's first professor of chemistry and natural history in 1802, Benjamin Silliman (trained in the law) went to Philadelphia, London, and Edinburgh for exposure to the world of science. Over the next fifty years, Silliman became renowned as an educator, influential as the founder and editor of the American Journal of Science and a popular national figure on the lecture circuit, entertaining audiences with drawings and demonstrations and providing assurances that discoveries in science need not threaten biblical teachings. Silliman's portrait was painted in New York, where he was engaged in the fatiguing work of raising money to keep the finest mineral collection in America at Yale. He posed before breakfast-at six o'clock in the morning-for one and a half hours, and recorded that John Trumbull, his friend and uncle by marriage, ""painted very rapidly."" ",1825,"National Portrait Gallery, Smithsonian Institution; gift of Alice Silliman Hawkes",Benjamin Silliman,1779,1864,1756,1843,04ab11400fb8
Isaac Merrit Singer,Edward Harrison May,Painting,Oil on canvas,"Stretcher: 130.8 x 98.7 x 3.2cm (51 1/2 x 38 7/8 x 1 1/4"") Frame: 144.8 x 112.4 x 6.7cm (57 x 44 1/4 x 2 5/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7500074a.jpg,"An actor turned inventor, Isaac Singer democratized clothing production with the sewing machine he patented in 1851. Although not the first (Elias Howe introduced a design in 1846), Singer's machine was more reliable and capable of continuous stitching. Hailed two years after its appearance as ""one of the most efficient labor-saving devices ever introduced to public notice,"" Singer's machine could sew 900 stitches per minute, more than twenty times as many as a skilled seamstress. Aiming the product at women and putting it within reach of a wide range of buyers, Singer and his business partner Edward Clark established an international commercial empire. Singer commissioned this portrait while living in Paris, after scandals about his private life forced him to relocate to Europe. American artist Edward Harrison May painted him in clothing that reflects his wealth and trademark extravagance. ",1869,"National Portrait Gallery, Smithsonian Institution; gift of the Singer Company",Isaac Merrit Singer,1811,1875,1824,1887,e2bc5794dc92
Erwin Frink Smith,William N. Dovener,Painting,Oil on canvas,"111.8cm x 91.5cm (44"" x 36""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6510126a.jpg,,1931,"National Portrait Gallery, Smithsonian Institution; transfer from the National Archives",Erwin Frink Smith,1854,1927,1870,1954,f9f55f7f11a9
James Smithson,James Roberts,Painting,Oil on canvas,"Frame: 59.7 x 47 x 7.6cm (23 1/2 x 18 1/2 x 3"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/9600056a.jpg,,1786,"National Portrait Gallery, Smithsonian Institution",James Smithson,1765,1829,1753,1809,657a801c0de7
James Smithson,Hattie Elizabeth Burdette,Painting,Oil on canvas,"50.8cm x 40.6cm (20"" x 16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6610066a.jpg,,,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum",James Smithson,1765,1829,1872,1955,568b28e175da
James Smithson,Henri-Joseph Johns,Painting,Gouache on ivory,"Other (Accurate): 7.6 x 7cm (3 x 2 3/4"") Frame (with hanging hook): 13.8 x 11.7cm (5 7/16 x 4 5/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8500088A_1.jpg,"Probably born in France   Englishman James Smithson commissioned this forthright portrait from a Belgian artist working in present-day Aachen, possibly as a gift for a family member. Always painfully aware of his uncertain status as an illegitimate child of the Duke of Northumberland, he focused on his scientific publishing in chemistry and mineralogy. In 1826 he penned his most unusual will, providing for the establishment of the 闂佺偨鍎查挊锕巌thsonian Institution, an Establishment for the increase & diffusion of knowledge among men. ?",1816,,James Smithson,1765,1829,1761,1843,87f1a48ce0ca
Edwin Augustus Stevens,Manuel Joachim de Franca,Painting,Oil on canvas,"76.2cm x 63.5cm (30"" x 25""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7500024a.jpg,,1843,"National Portrait Gallery, Smithsonian Institution; gift of H.H. Walker Lewis in memory of his parents, Mr. and Mrs. Edwin A.S. Lewis",Edwin Augustus Stevens,1795,1868,1808,1865,597fbb2bd0d1
John Stevens,,Painting,Oil on canvas,"Stretcher: 92.1 x 74.3 x 2.5cm (36 1/4 x 29 1/4 x 1"") Frame: 118.7 x 100.3 x 12.1cm (46 3/4 x 39 1/2 x 4 3/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7500026a.jpg,"Revolutionary War colonel John Stevens, trained in the law and self-educated as an engineer, was a pioneer in steam-engine experimentation. In 1804 his small steamboat, Little Juliana, operated by twin-screw propellers, made a successful trip across the Hudson and back to the New Jersey shore. Barred by the monopoly held by Robert Fulton from operating on the Hudson River, Stevens in 1808 sent his paddle steamer Phoenix-the first completely American-built steam engine-to Philadelphia by sea and opened a steamship line between that city and Trenton. In 1825 Stevens designed the first American-built steam locomotive, operating it, at the rate of over twelve miles per hour, on a circular track on his estate in Hoboken to demonstrate the feasibility of steam (as a replacement for horses) to power railroad transportation. ",c. 1830,"National Portrait Gallery, Smithsonian Institution; gift of H.H. Walker Lewis in memory of his parents, Mr. and Mrs. Edwin A.S. Lewis",John Stevens,1749,1838,,,2e0d72228c34
Robert Livingston Stevens,Edward Ludlow Mooney,Painting,Oil on canvas,"76cm x 63.5cm (29 15/16"" x 25""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7500028a.jpg,,1852,"National Portrait Gallery, Smithsonian Institution; gift of H.H. Walker Lewis in memory of his parents, Mr. and Mrs. Edwin A.S. Lewis",Robert Livingston Stevens,1787,1856,1813,1887,bd19b1d7c01e
Warner W. Stockberger,William N. Dovener,Painting,Oil on canvas,"111.8cm x 92.1cm (44"" x 36 1/4""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6510130a.jpg,,1932,"National Portrait Gallery, Smithsonian Institution; transfer from the National Archives",Warner W. Stockberger,1872,1944,1870,1954,c3660648a4b6
William Alton Taylor,William N. Dovener,Painting,Oil on canvas,"112.1cm x 91.8cm (44 1/8"" x 36 1/8""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6510138a.jpg,,1932,"National Portrait Gallery, Smithsonian Institution; transfer from the National Archives",William Alton Taylor,1863,1949,1870,1954,e2dfa500f5ae
Unidentified Man,,Painting,Oil on canvas,"90cm x 70cm (35 7/16"" x 27 9/16""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6610098a.jpg,,c. 1758,"National Portrait Gallery, Smithsonian Institution",,,,,,81b0d4936a23
Charles Doolittle Walcott,Hattie Elizabeth Burdette,Painting,Oil on canvas,"75.5cm x 62.8cm (29 3/4"" x 24 3/4""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7910128a.jpg,,c. 1925,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum",Charles Doolittle Walcott,1850,1927,1872,1955,adf0e5a6af7f
Charles Doolittle Walcott,Samantha Littlefield Huntley,Painting,Oil on canvas,"106.7cm x 116.9cm (42"" x 46""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6710218a.jpg,,1928,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of Samantha L. Huntley, 1928",Charles Doolittle Walcott,1850,1927,1865,1949,e7b07c571cc0
Charles Doolittle Walcott,Edwin Walter Dickinson,Painting,Oil on canvas,"43.8cm x 33cm (17 1/4"" x 13""), Accurate ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/7010010a_1.jpg,,1924,"National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum; gift of Edwin W. Dickinson, 1969",Charles Doolittle Walcott,1850,1927,1891,1978,dc71f4460b0f
Henry A. Wallace,Ernest Hamlin Baker,Painting,Gouache on board,"27.9cm x 25.1cm (11"" x 9 7/8"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/96T0066A_1.jpg,,1948,"National Portrait Gallery, Smithsonian Institution",Henry Agard Wallace,1888,1965,1889,1975,2dd51e5b9c3a
Washington after the Battle of Princeton,Charles Willson Peale,Painting,Oil on canvas,"236.2cm x 148.1cm (93"" x 58 5/16""), Sight ",Pennsylvania Academy of the Fine Arts,http://npgportraits.si.edu/eMuseumNPG/media/previews/pa290499a.jpg,,1779?,Pennsylvania Academy of the Fine Arts,George Washington,1732,1799,1741,1827,2a7518a78939
Washington after the Battle of Princeton,Charles Willson Peale,Painting,Oil on ticking,"244.5cm x 156.9cm (96 1/4"" x 61 3/4""), Sight ",Colonial Williamsburg,http://npgportraits.si.edu/eMuseumNPG/media/previews/va060061.jpg,,1780,Colonial Williamsburg,George Washington,1732,1799,1741,1827,dcf927e46634
Washington at Verplanck's Point,John Trumbull,Painting,Oil on canvas,"76.2cm x 51.1cm (30"" x 20 1/8""), Accurate ",Winterthur Museum,http://npgportraits.si.edu/eMuseumNPG/media/previews/de070094.jpg,,1790,Winterthur Museum,George Washington,1732,1799,1756,1843,ed04c3634ccc
Washington at Yorktown,Charles Willson Peale,Painting,Oil on canvas,"89.9cm x 70cm (35 3/8"" x 27 9/16""), Sight ",Lafayette College,http://npgportraits.si.edu/eMuseumNPG/media/previews/pa220143.jpg,,c. 1779-1782,Lafayette College,George Washington,1732,1799,1741,1827,dbae3ac75fc0
Washington in Conference with Representatives of Six Nations,Junius Brutus Stearns,Painting,Oil on canvas,"Sight: 93.5cm x 123.9cm (36 13/16"" x 48 3/4""), Accurate ",Gilcrease Museum,http://npgportraits.si.edu/eMuseumNPG/media/previews/ok020472.jpg,,,,George Washington,1732,1799,1810,1885,44b50918771b
George Washington,Archibald Robertson,Painting,Watercolor on ivory,"6.4cm x 5.4cm (2 1/2"" x 2 1/8""), Sight ",Colonial Williamsburg,http://npgportraits.si.edu/eMuseumNPG/media/previews/va060062.jpg,,1791-1792,"The Colonial Williamsburg Foundation, Virginia",George Washington,1732,1799,1765,1835,6f3f905caa4d
George Washington (Athenaeum type),Gilbert Stuart,Painting,Oil on wood,"64.2cm x 53.5cm (25 1/4"" x 21 1/16""), Sight ",Washington & Lee University,http://npgportraits.si.edu/eMuseumNPG/media/previews/va150051_1.jpg,,1812-1815,"Mercer Collection, Washington and Lee University, Lexington, Virginia",George Washington,1732,1799,1755,1828,122ffeb1ea44
George Washington (Hancock type),Charles Willson Peale,Painting,Oil on canvas,"112cm x 97.8cm (44 1/8"" x 38 1/2""), Accurate ",Brooklyn Museum of Art,http://npgportraits.si.edu/eMuseumNPG/media/previews/ny100284.jpg,,1776,Brooklyn Museum of Art,George Washington,1732,1799,1741,1827,fad9fc95589a
George Washington (Porthole type),Rembrandt Peale,Painting,Oil on canvas,"Sight: 89.5 x 71.9cm (35 1/4 x 28 5/16"") Frame: 117.5 x 99.9 x 10.6cm (46 1/4 x 39 5/16 x 4 3/16"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/2k75008a.jpg,"Rembrandt Peale, son of American artist Charles Willson Peale, painted George Washington from life in 1795 when he was seventeen. He later made numerous portraits of the president based on his memory of this sitting and on likenesses by other artists. From these he developed an idealized image-known by the Latin name ""Patriae Pater"" (Father of His Country)-which served as a model for his many so-called ""porthole"" portraits of Washington. In these compositions, the subject's face is seen through an oval stonework frame-an honorific convention in European art dating from the Renaissance.",c. 1853,"National Portrait Gallery, Smithsonian Institution; gift of an anonymous donor",George Washington,1732,1799,1778,1860,8d6b546bc1ac
George Washington,Rembrandt Peale,Painting,Oil on canvas,"Stretcher: 75.6 x 64.5 x 3.2cm (29 3/4 x 25 3/8 x 1 1/4"") Frame: 94.9 x 83.8 x 9.5cm (37 3/8 x 33 x 3 3/4"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/6500106A_1.jpg,"When Americans chose their first president under the new Constitution of 1788, George Washington's election was a foregone conclusion. But despite Washington's prestige, his presidency had its critics. Toward the end of his administration, one newspaper branded him a ""scourge and misfortune."" This portrait shows some of the stress that even our first president felt under the burden of the office. Even under attack, however, Washington's firm leadership gave credibility to the new federal government and assured its survivability. Young Rembrandt Peale, then seventeen, was so nervous about painting Washington that his artist father, Charles Willson Peale, had to come along to the sittings to soothe his son's jangled nerves. The younger Peale made several replicas of his resulting portrait, including this version.",1795,"National Portrait Gallery, Smithsonian Institution; transfer from the National Gallery of Art; gift of the A.W. Mellon Educational and Charitable Trust, 1942",George Washington,1732,1799,1778,1860,69eba33024c8
George Washington,Charles Willson Peale,Painting,Watercolor on ivory,"4.3cm x 3.5cm (1 11/16"" x 1 3/8"") ",Mount Vernon Ladies' Association,http://npgportraits.si.edu/eMuseumNPG/media/previews/va290058.jpg,,1776,Mount Vernon Ladies Association,George Washington,1732,1799,1741,1827,a2fcc00b7ca7
George Washington,Robert Edge Pine,Painting,Oil on canvas,"Sight: 90.2 x 69.9cm (35 1/2 x 27 1/2"") Frame: 101.6 x 81.6 x 6.4cm (40 x 32 1/8 x 2 1/2"") ","National Portrait Gallery, Smithsonian Institution",http://npgportraits.si.edu/eMuseumNPG/media/previews/8000032A_1.jpg,"George Washington, appointed commander-in-chief of the Continental army, took command of a ragtag force of some 17,000 men in July 1775. He kept an army together for the next eight-and-a-half years-losing more battles than he won-but effectively ended the war with his victory at Yorktown in October 1781. Mission accomplished, Washington-a hero who could have been king-resigned his military commission before Congress on December 23, 1783, and retired to Mount Vernon. Here, the man all artists yearned to portray posed in his Continental army uniform for English artist Robert Edge Pine and wryly observed, ""I am so hackneyed to the touches of the Painter's pencil, that I am now altogether at their beck, and sit like patience on a Monument.""",1785,"National Portrait Gallery, Smithsonian Institution",George Washington,1732,1799,1720,1788,65ede49cffc2
