dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,EA_id
"oban yoko-e, sheet: 9-11/16 x 14-5/8 in. (24.6 x 37.1 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Odawara: Sakawa River,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.16,1797.0,1858.0,829a66a3762f
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Minakuchi: Famous Dried Gourd Shavings,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.079,1797.0,1858.0,52c3e5c59bce
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ochanomizu, Edo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.45,1797.0,1858.0,e1e749b2c5f1
Oban Tate-e,1856,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","Noto Province, Waterfall Bay,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.32,1797.0,1858.0,cdc1956429bd
"oban yoko-e, sheet: 9-11/16 x 14-3/8 in. (24.6 x 36.5 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Numazu: Twilight View,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.19,1797.0,1858.0,04eff2c485b7
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Misaka Pass, Kai Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.70,1797.0,1858.0,72a10f1e044b
"oban tate-e, sheet: 14-1/2  x 9-3/4 in. (36.8 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Noge, Yokohama, Musashi Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.55,1797.0,1858.0,6425f156fcea
a: 11 x 8-1/4 x 6-1/2 in. (27.9 x 21.0 x 16.5 cm); b: 10-1/2 x 11 x 7 in. (26.7 x 27.9 x 17.8 cm),1973,Norton Simon Art Foundation,"Two Forms (Green and Green),",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.3a-b.S,1903.0,1975.0,7cc2bca42da4
57 x 63 x 21 in. (144.8 x 160 x 53.3 cm),1960,"Norton Simon Museum, Gift of Molly Barnes","The Librarian,",American,George Herms,http://images.nortonsimon.org/viewer/index.php?id=P.1969.091,1935.0,,ef9284420f56
Image: 16-5/16 x 23-1/2 in. (41.4 x 59.7 cm); Paper: 23-3/16  x 29 in. (58.9 x 73.7 cm),1969,"Norton Simon Museum, Gift of the Artist","Landscape with Insert - No. II,",American,Max Hein,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.13,1943.0,,822d9cdc5b94
99-3/4 x 42 in. (253.4 x 106.7 cm),1964,Norton Simon Art Foundation,"Rock Form (Porthcurno),",English,Barbara Hepworth,,1903.0,1975.0,064893bee93b
Image: 16-3/4 x 23-1/16 in. (42.5 x 58.6 cm); Paper: 23-3/16 x 29 in. (58.9 x 73.7 cm),1969,"Norton Simon Museum, Gift of the Artist","Landscape with Insert - No. I,",American,Max Hein,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.14,1943.0,,58e5fcef3bef
169 x 88 x 78-1/2 in. (429.3 x 223.5 x 199.4 cm),1966,Norton Simon Art Foundation,"Four Square (Walk Through),",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1969.15.S,1903.0,1975.0,0f769e0af255
27-1/4 x 16-1/2 x 4-1/2 in. (69.2 x 41.9 x 11.4 cm),1958,Norton Simon Art Foundation,"Oread,",English,Barbara Hepworth,,1903.0,1975.0,8fea5d583bf3
Paper: 30 x 22-1/2 in. (76.2 x 57.15 cm.); Image: 24 x 17-1/2 in. (60.96 x 44.45 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Eddy,",English,Stanley William Hayter,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.309,1901.0,1988.0,3fd42d0148a6
Paper: 20 x 27 in. (50.8 x 68.58 cm.); Image 14-1/2 x 22-5/8 in. (36.83 x 57.47 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Ripple,",English,Stanley William Hayter,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.310,1901.0,1988.0,9cf947cfad67
A:  20 x 9-1/4 x 5-1/2 in. (50.8 x 23.5 x 14.0 cm); B: 14 x 6 x 8-1/2 in. (35.6 x 15.2 x 21.6 cm),1973,Norton Simon Art Foundation,"Duo,",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.2a-b.S,1903.0,1975.0,81090f46206a
59 x 66 x 46-1/2 in. (149.9 x 167.6 x 118.1 cm),1994,"Norton Simon Museum, Gift of Ariel Dill & Jackson Dill; Berta & Frank Gehry; Martin Godin & Kathy Lucoff Godin; Robert Graham; Bernay Grayson; Grinstein Family; Dennis Hopper & Victoria Duffy Hopper; Walter & Caroline Hopps; Ann Janss; Julianne Kemper; Michael Kohn Gallery; In honor of Jane Mock from her daughter Molly Barnes; Tom Patchett & Cynthia Janos Patchett; Joan & Jack Quinn; Ed Ruscha; Seraphin Gallery; Manny & Jackie Silverman; Ellie & John Stern; Laura Lee W. Woods; and Hiro Yamagata.","The Book of Perfection,",American,George Herms,http://images.nortonsimon.org/viewer/index.php?id=P.2001.08,1935.0,,c7d703405606
overall: 42-1/2 in. h. (108 cm); 72 in. diameter (182.9 cm),1972,Norton Simon Art Foundation,"Assembly of Sea Forms,",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.1a-h.S,1903.0,1975.0,bd6be4c7a0a7
20-1/8 x 12-7/8 x 8-3/8 in. (51.1 x 32.7 x 21.3 cm),1962,"Norton Simon Museum, Gift of Dr. and Mrs. Judd Marmor in memory of Bob Simon","Coolest Creosote,",American,George Herms,,1935.0,,e68db1210912
16 x 8-1/2 in. (40.6 x 21.6 cm),1962,"Norton Simon Museum, Gift of the Artist","For the Corner Pass,",American,George Herms,,1935.0,,3f0d34db59eb
"oban yoko-e, sheet: 9-1/8 x 14-1/8 in. (23.2 x 35.9 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nissaka: Sayo Mountain Pass,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.32,1797.0,1858.0,738d002bc018
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi: Daimyo Procession Setting Out,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.02,1797.0,1858.0,4aef455f8b45
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in. (23.2 x 36.2 cm)",c. 1833-4,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi, Edo: Morning Scene,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.01,1797.0,1858.0,3ef10f41a0de
"oban tate-e, sheet: 13-7/8 x 9-3/8 in. (35.2 x 23.8 cm)",1856-1859,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","New Year's Eve Foxfires at the Changing Tree, Oji,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.14,1797.0,1858.0,b7b2a7236866
"oban yoko-e, sheet: 10-1/8 x 14-5/8 in. (25.7 x 37.1 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Narumi: Famous Arimatsu Tie-dyed Fabric,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.48,1797.0,1858.0,6f8c3f85e30f
"oban tate-e, sheet: 14-1/8 x 9-1/2 in. (35.9 x 24.1 cm)",1857,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Moon-Viewing Point,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.002,1797.0,1858.0,39a3ef35fc02
"oban yoko-e, sheet: 9-5/8 x 14-3/8 in. (24.4 x 36.5 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Miya: Festival at Atsuta Shrine,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.49,1797.0,1858.0,9c8489200fb7
"oban yoko-e, sheet: 8-7/8 x 13-13/16 in. (22.5 x 35.1 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mishima: Morning Mist,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.18,1797.0,1858.0,fe1a7a00808d
"oban yoko-e, sheet: 9-3/4  x 14-9/16 in. (24.8 x 37.0 cm)",c. 1833-34,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mitsuke: View of the Tenryu River,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.35,1797.0,1858.0,a41f740126b0
Overall: 17-1/4 x 23-3/4 in. (43.8 x 60. 3 cm); Image: 11-1/4 x 20-1/4 in. (28.6 x 51.4 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Multiple Mirror,",American,Robert Hansen,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.067,1924.0,,9ec12c81cfb6
12-3/4 x 16-3/4 in. (32.4 x 42.5 cm),1965,"Norton Simon Museum, Anonymous Gift, 1967","Man-Men 163,",American,Robert Hansen,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.152,1924.0,,fbdbcb5113bb
sheet: 24-3/8 x 18-1/2 in. (61.9 x 47 cm),1964,"Norton Simon Museum, Anonymous Gift, 1966","Christ Ascended,",American,Robert Hansen,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.057,1924.0,,727f7eeef0a3
sheet: 19-1/8 x 13-1/4 in. (48.6 x 33.7 cm),1964,"Norton Simon Museum, Anonymous Gift, 1966","Christ Ascended,",American,Robert Hansen,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.055,1924.0,,b8ff09f92b18
Overall: 30 x 22 in. (76.2 x 55.9 cm); Image: 18 x 26 in. (45.7 x 66.0 cm),1970,"Norton Simon Museum, Anonymous Gift, 1972","Mama Mudra,",American,Robert Hansen,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.248,1924.0,,0fed0caf01ea
11-7/8 x 19-5/8 in. (30.2 x 49.8 cm),c. 1927-1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Welcome III,",American,Edward Hagedorn,,1902.0,1982.0,06f0f9cdff05
comp: 10-1/4 x 7-3/8 in. (26.0 x 18.7 cm); sheet: 11-3/8 x 11-17/8 in. (28.9 x 33.3 cm),1926-1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Welcome,",American,Edward Hagedorn,,1902.0,1982.0,804da22a20d9
25-1/2 x 59-1/4 in. (64.8 x 150.5 cm),1865,The Norton Simon Foundation,"The Village of Saint-Paul on the Banks of the Durance,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=F.1968.08.P,1834.0,1871.0,20457daa5d16
7-1/8 x 17-7/8 in. (18.1 x 45.4 cm),1870,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Landscape in Southern France,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.188.P,1834.0,1871.0,563c229e83b1
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7 x 20 in. (17.78 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.259,1897.0,1977.0,8177128dcf29
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 25-1/2? x 11-1/2 in. (64.77? x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.308,1897.0,1977.0,0a941d1d8cdf
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 19-1/4 x 12 in. (48.90 x 30.48 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.307,1897.0,1977.0,a64a9bfa7ff5
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Flagellation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.05.P,1310.0,1370.0,a6515c3f7ea4
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/8 x 20 in. (18.10 x 50.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.258,1897.0,1977.0,dccd1d732b0f
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.306,1897.0,1977.0,2ef33212c427
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.305,1897.0,1977.0,640363b52d61
Paper: 7-1/2 x 10 in. (19.05 x 25.4 cm.); Image: 5-1/8 x 8 in. (13.34 x 20.32 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.302,1897.0,1977.0,67dd1ac09929
Paper: 12-1/2 x 10 in. (31.75 x 25.4 cm.); Image: 9-1/2 x 5-1/4 in. (24.13 x 13.34 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.301,1897.0,1977.0,a1695e0524ca
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.303,1897.0,1977.0,be6fd601aa19
Paper: 14 x 10 in. (35.56 x 25.4 cm.); Image: 10 x 6 in. (25.4 x 15.24 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.304,1897.0,1977.0,83a013d9e75c
16-3/4 x 20-3/8 in. (42.5 x 51.8 cm),c. 1780,The Norton Simon Foundation,"View of the Santa Maria della Salute with the Dogana di Mare,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=F.1972.47.1.P,1712.0,1793.0,30c6a4b6dae5
17 x 24-3/4 in. (43.2 x 62.9 cm),c. 1780-90,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","View of the Rialto, Venice, from the Grand Canal,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=M.1966.10.05.P,1712.0,1793.0,978a62aea62e
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.300,1897.0,1977.0,c0b3a9610702
20-5/8 x 15-1/8 in. (52.4 x 38.4 cm),1760-65,Norton Simon Art Foundation,"Venetian Capriccio,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=M.1982.1.1.P,1712.0,1793.0,fb8d634cc684
98-1/2 x 43-1/4 in. (250.2 x 109.9 cm),c. 1755,The Norton Simon Foundation,"Godfrey of Boulogne Summons His Chiefs to Council,",Italian,Francesco Guardi,,1712.0,1793.0,e9bbb38a8f7f
Sheet: 18 x 14 in. (45.72  35.56 cm.); Image: 17-1/2 x 13-1/4 in. (44.45 x 33.66 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.299,1897.0,1977.0,3ae16af50c65
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/4 x 19-1/2 in. (18.42 x 49.53 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.260,1897.0,1977.0,3db5c582b823
17-1/8 x 15-5/8 in. (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Last Judgement,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.13.P,1310.0,1370.0,e5f1364c5805
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Deposition,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.10.P,1310.0,1370.0,27667cebe08e
17-1/4 x 15-1/2 in. (43.8 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Epiphany,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.03.P,1310.0,1370.0,e9f4909a803d
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Descent into limbo,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.11.P,1310.0,1370.0,b3b7ab0952b5
21-3/4 x 17-3/4 in. (55.2 x 45.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Crucifixion,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.19.P,1310.0,1370.0,ccc267bc51a6
52-1/8 x 27-5/8 in. (132.4 x 70.2 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Coronation of the Virgin,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01.P,1310.0,1370.0,eba30be4bd2e
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Betrayal,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.04.P,1310.0,1370.0,cd59f97f8f75
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Circumcision,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.08.P,1310.0,1370.0,ff9b8854be83
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Ascension,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.07.P,1310.0,1370.0,8484c7748d1b
13-3/8 x 12-1/2 in. (34.0 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Angel of the Annunciation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.16.P,1310.0,1370.0,840b8fefe919
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  'Noli me tangere',",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.06.P,1310.0,1370.0,780e9f6d90dc
overall:  86 x 104-3/8 in. (218.4 x 265.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01-32.P,1310.0,1370.0,c135c97c79a9
11 x 18-1/4 in. (27.9 x 46.4 cm),1869,Norton Simon Art Foundation,"Landscape in Martigues,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=M.1973.3.1.P,1834.0,1871.0,e5d59f166087
sheet: 18-1/8 x 14 in. (46.1 x 35.6 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VIII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.270,1897.0,1977.0,ad38189655c7
Paper: 18 X 28 in. (45.72 x 71.12 cm.); Image: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.269,1897.0,1977.0,79544b076a5d
Paper: 18 X 14 in. (45.72 x 35.56 cm.); Image: 15-3/4 x 11-3/4 (40.01 x 29.85 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VI),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.268,1897.0,1977.0,de6c4e89da0e
Paper: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IX),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.271,1897.0,1977.0,47687a2564df
17-1/4 x 15-5/8 in. (43.8 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Nativity,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.02.P,1310.0,1370.0,8c885e57965b
Paper: 18 X 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.267,1897.0,1977.0,77ec8cc1cb42
Sheet: 18 x 14 in. (45.72 x 35.56 cm.); Image: 17 x ? in. (43.18 x ? cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.265,1897.0,1977.0,b029949c039e
Sheet: 18 X 14 in.(45.72 x 35.56 cm.); Image: 16-1/2 x 13 in. (41.91 x 33.02 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.264,1897.0,1977.0,40b8e39e3259
Paper: 18 x 14 in. (45.72 x 35.56 cm.); Image: 16-1/2 x 12-1/2 in. (41.91 x 31.75 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.266,1897.0,1977.0,b35caf074331
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.263,1897.0,1977.0,a6d4b7ba111f
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 23-7/8 in. (43.18 x 60.64 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.256,1897.0,1977.0,a71aea256270
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VIII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.257,1897.0,1977.0,9901937a5290
13-1/4 x 12-1/2 in. (33.7 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Virgin of the Annunciation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.22.P,1310.0,1370.0,4781dc21c0f1
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,d73e984f4ed4
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Washing of the feet,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.09.P,1310.0,1370.0,bff525bed6ab
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,4f05b56bced8
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,d0380241369c
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,39581a9591aa
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,7d58231f36c7
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,,1310.0,1370.0,4fc2aae611aa
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Angel,",Italian,Guariento di Arpo,,1310.0,1370.0,9f47be941cd2
10-3/8 x 5-1/4 in. (26.4 x 13.3 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Prosdochimus,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.23.P,1310.0,1370.0,7190e5f09516
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Angel,",Italian,Guariento di Arpo,,1310.0,1370.0,3977a77910c6
12-1/8 x 8-3/4 in. (30.8 x 22.2 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Birth of the Virgin,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.21.P,1310.0,1370.0,85ae7c9649f8
17-1/4 x 7-1/4 in. (43.8 x 18.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Nicholas of Bari,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.20.P,1310.0,1370.0,2a0179ce99e7
17-1/4 x 7-1/8 in. (43.8 x 18.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Saint Martin and the Beggar,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.18.P,1310.0,1370.0,4fb56b4cac15
