Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Max Yavno,Gelatin silver print,"20 x 16 in. (50.8 x 40.6 cm)
Image: 13 3/8 x 9 1/2 in. (34 x 24.1 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.135&dim=300px,"White House, Canyon de Chelly",1975,3bd2f5b941c2
Max Yavno,Gelatin silver print,"7 1/2 x 9 3/4 in. (19.1 x 24.8 cm)
Image: 4 3/4 x 6 1/2 in. (12.1 x 16.5 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.101&dim=300px,Night from Coit Tower,1947,3c7e9a59178b
Max Yavno,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 7 x 8 5/8 in. (17.8 x 21.9 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.54&dim=300px,Sunday Drinkers,1946,56c6ea2ff889
Max Yavno,Gelatin silver print,"15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
Image: 9 7/8 x 13 1/2 in. (25.1 x 34.3 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.73&dim=300px,"Bedroom, Brawley, California",1978,b74ef7b1189b
Max Yavno,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 9 5/8 x 7 5/8 in. (24.4 x 19.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.68&dim=300px,Man in Front of Display,1947,912c26fc8b71
Max Yavno,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 15 1/2 x 18 1/2 in. (39.4 x 47 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.160&dim=300px,Feed and Seed Store,1981,792568be5b47
Max Yavno,Gelatin silver print,"10 7/8 x 14 in. (27.6 x 35.6 cm)
Image: 10 1/2 x 11 3/4 in. (26.7 x 29.8 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.79&dim=300px,Furniture Store,1978,9608fed983c5
Max Yavno,Gelatin silver print,"20 x 15 in. (50.8 x 38.1 cm)
Image: 9 1/2 x 7 1/2 in. (24.1 x 19.1 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.38&dim=300px,Chicano Family,1947,e7d1baa48a8e
Max Yavno,Gelatin silver print,"16 x 19 7/8 in. (40.6 x 50.5 cm)
Image: 14 7/8 x 19 3/8 in. (37.8 x 49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.145&dim=300px,Year of the Peace,1979,7e95702ba6dd
Max Yavno,Gelatin silver print,"7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)
Image: 7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.113&dim=300px,Children in Front of Houses,1947,695f5c0868fe
Max Yavno,Gelatin silver print,"16 x 20 in. (40.6 x 50.8 cm)
Image: 10 x 13 3/8 in. (25.4 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.21&dim=300px,"Winter, 16th Street",1940,0dec80e42af8
Max Yavno,Gelatin silver print,"13 1/2 x 10 7/8 in. (34.3 x 27.6 cm)
Image: 8 x 8 7/8 in. (20.3 x 22.5 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.53&dim=300px,Street Talk,1946,00bd609015cf
Max Yavno,Photomechanical print,"20 x 16 in. (50.8 x 40.6 cm)
Image: 11 x 8 3/8 in. (27.9 x 21.3 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.173&dim=300px,Computer Discs,1967,8c1140330e5b
Max Yavno,Gelatin silver print,11 x 13 7/8 in. (27.9 x 35.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.15&dim=300px,"Sunday, Downtown Brooklyn",1941,303664eb6d57
Ernesto Neto,"Lycra, tulle, and Styrofoam pellets",98 x 67 x 3 in. (248.9 x 170.2 x 7.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.104&dim=300px,Cometoplasmapylea,2004,511babcf5d03
Ernesto Neto,"Textile, polyurethane foam, rocks, polypropylene pellets, beans, corn, rice, Styrofoam pellets, chamomile, lavender, and oregano",132 x 294 x 294 in. (335.3 x 746.8 x 746.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Jumex Fund for Contemporary Latin American Art in honor of Esthella Provas",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.4&dim=300px,"Three Religions, No God and the Children",2003,a858941f7de1
John Altoon,Gouache and colored crayons on board,29 3/4 x 40 in. (75.6 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.5&dim=300px,Untitled,1961,fe13ab4be81e
John Altoon,Pastel and ink on illustration board,60 x 40 in. (152.4 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mike Kelley",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.134&dim=300px,Untitled (F-16),1962,223e77dbde23
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 3/8 in. (11.1 x 8.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.17&dim=300px,LA-C 89,1977,bd0472762096
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.9&dim=300px,The Wanderer,1981,5453c8d3f1e8
James Welling,"Gelatin silver print, AP 1/1",33 x 26 1/2 in. (83.8 x 67.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Regen Projects, Los Angeles",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.47&dim=300px,#59,1999,02b387c64ff9
James Welling,Gelatin silver print,9 1/2 x 7 5/8 in. (24.1 x 19.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.43&dim=300px,The Waterfall,1981,d0e51ab4ab5c
James Welling,Acrylic on canvas,52 x 52 in. (132.1 x 132.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Janet and Martin S. Blinder",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.105&dim=300px,Untitled #76,1987,f0f02c2cf2b1
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.20&dim=300px,LA-C 135,1978,ba70115883c1
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/8 in. (13.3 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.5&dim=300px,LA-C 17,1977,936194cc9f16
James Welling,Polacolor ER print (unique),24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Eileen Norton, Santa Monica, California",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.19&dim=300px,LIV,1988,479d03ee4d01
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.3&dim=300px,August 16A,1980,0688b3d06e5b
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/4 in. (13.3 x 10.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.11&dim=300px,LA-C 28,1977,58591b2772d2
James Welling,Gelatin silver print,Image: 3 3/4 x 4 3/4 in. (9.5 x 12.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.1&dim=300px,August 16B,1980,f8768e21e876
Takashi Murakami,Pencil on paper,11 x 8 1/2 in. (27.9 x 21.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.280&dim=300px,Untitled (eye),1995,fdb44ff7a7c2
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.10&dim=300px,2-29IV,1980,fe5f181c37a1
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.6&dim=300px,Crescendo,1980,9c5db886a0ad
Siah Armajani,"Maple, cedar, pine, acrylic paint and stain, bronze, and aluminum screen",168 x 216 x 288 in. (426.7 x 548.6 x 731.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.8&dim=300px,Back Porch with Picnic Table,1985,c1ef12451398
Jorge Pardo,"Cloth bound accordion fold-out (leporello) 22 page book, 4 paper pedestals, text and listed participating 'executives', edition of 10 (unnumbered)",11 3/4 x 7 1/2 in. (29.8 x 19.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Thomas Solomon&#039;s Garage, Los Angeles; Friedrich Petzel Gallery, New York; and the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.13&dim=300px,Ten people ten books,1994,811ec87cc28d
Jorge Pardo,"Ranch , 1996","Mixed media, edition of 10",Dimensions variable:  (hallow  wood &quot;table&quot;): 15 x 30 in. (38.1 cm),http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.33&dim=300px,Jason Rhoades,,81b8c4141cab
Josephine Pryde,C-print,"Each: 14 15/16 x 10 1/4 in. (38 x 26 cm)
Frame: 24 1/4 x 18 1/2 x 1 in. (61.6 x 47 x 2.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.74A-E&dim=300px,I may have the weak and feeble body of a woman but I have the liver of an ox (I - V),2006,bb90fa27c3b2
Elizabeth Peyton,Oil on MDF,12 x 15 in. (30.5 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Mandy and Cliff Einstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.78&dim=300px,Nick Reading Moby Dick,2003,24993b49476e
Elizabeth Peyton,Colored pencil on paper,"Paper: 11 3/4 x 9 in. (29.8 x 22.9 cm)
Frame: 17 3/8 x 14 5/8 in. (44.1 x 37.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Aviva and Carl Covitz in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.2&dim=300px,Rirkrit and Jorge (East Marion) reading newspapers,1999,ff7b1b451bf7
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.51&dim=300px,My hobby is drinking.  On the weekends I enjoy getting together with my friends and boozing.,1972,b3811a021535
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.50&dim=300px,Untitled,1972,53d961cfc166
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.43&dim=300px,Untitled,1972,ce87beed92ba
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.46&dim=300px,"I enjoy the suburbs.  They provide Girl Scouts, PTA, Little League, and soccer for my kids.  The thing I miss most is Black cultural identity for my family.  White middle-class suburbia can&#039;t supply that. (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,c2e43fd20eb3
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.49&dim=300px,Untitled,1972,98f829d6167e
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.45&dim=300px,"We&#039;re really happy.  Our kids are healthy, we eat good food, and we have a really nice home.",1972,fea287d423e5
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.47&dim=300px,"I love to cook.  Meal time is the only time the family is together.  In spite of my modern kitchen, cooking dinner for six takes two hours.  Then the kids inhale the food in minutes.  After they are grown (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,b906bb36ec2e
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.48&dim=300px,Because we live in the suburbs we don&#039;t eat too much Chinese food.  It&#039;s not available in the supermarkets so on Saturday we eat hot dogs.,1972,fa574baa2763
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.100&dim=300px,Untitled,1972,f0b80e819a09
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.98&dim=300px,I really love him.,1972,82e3234b3f89
Patrick Nickell,"Cardboard, newspaper, string, masking tape, and paint",50 x 46 x 18 in. (127 x 116.8 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund and David Richards and Geoff Tuck",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.72&dim=300px,Untitled,1997,45af592ad317
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.41&dim=300px,Untitled,1972,fb2d91f9e73c
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.62&dim=300px,Doing laundry is death defying; as soon as you&#039;re done you have to start all over again.,1972,b9f9a0075573
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.38&dim=300px,Andrew doesn&#039;t like to go to the bathroom alone.,1972,51a904259766
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.36&dim=300px,"I wanted Christina to learn some responsibility for cleaning her room, but it didn&#039;t work.",1972,3134f5146619
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.61&dim=300px,He&#039;s a typical Californian who doesn&#039;t know how to relax.,1972,6e6a0ed2736e
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.66&dim=300px,Untitled,1972,98bf13d17c87
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.63&dim=300px,Bourbon and Seven is my favorite drink.,1972,2f28d060c276
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.64&dim=300px,We don&#039;t have to conform.,1972,b6d7ca882375
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.65&dim=300px,Every Sunday Abe and I read The New York Times and have roast beef for dinner.,1972,6d10fea0bdc3
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.39&dim=300px,I don&#039;t like the space walk.  It&#039;s Saturday morning and I want to see cartoons.,1972,c7664edf09ec
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.87&dim=300px,Sara and Abraham Goldberg,1972,67c1c705c68b
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",24 x 24 x 10 in. (61 x 61 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.11&dim=300px,White Gym Shoes,1962,365062a110d4
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",34 1/2 x 35 1/2 x 34 1/2 in. (87.6 x 90.2 x 87.6 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.14&dim=300px,Breakfast Table,1962,810c106b7011
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",58 1/4 x 46 1/2 x 7 1/2 in. (148 x 118.1 x 19.1 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.21&dim=300px,Pepsi-Cola Sign,1961,fcefb9b374b2
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",44 x 32 x 6 in. (111.8 x 81.3 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.9&dim=300px,Chocolates in Box (Fragment),1961,de413888e707
Claes Oldenburg,Pastel on paper,13 5/8 x 11 in. (34.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.189&dim=300px,Hanging Three-Way Plug,1973,57c8e209faa0
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",37 x 17 x 26 3/4 in. (94 x 43.2 x 67.9 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.15&dim=300px,Blue Pants and Pocket Objects on Chair,1962,8193577aa503
Claes Oldenburg,"Lithograph on paper (Propylaen Verlag), edition 5/15",36 x 27 in. (91.4 x 68.6 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.150&dim=300px,"Picasso Cuflink, from Homage to ...",1974,4fa71025c55e
Claes Oldenburg,4 Lithograph prints,Each: 40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jonathan Novak",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.5.1-.4&dim=300px,Apple Core - Spring/Summer/Autumn/Winter,1990,b34a8a669300
Claes Oldenburg,"Enamel over Cadbury English chocolates, plastic, and cardboard",6 x 12 in. (15.2 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.188&dim=300px,Chocolates,1966,871a09eb18d3
Bruce Nauman,"Three lithographs, A.P.",Each: 32 x 25 7/8 in. (81.3 x 65.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Becky Smith",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.10A-C&dim=300px,"Perfect Door, Perfect Odor, Perfect Rodo",1973,c6a567c13a64
Bruce Nauman,"Lithograph, A.P.; edition of 50",31 x 45 1/4 in. (78.7 x 114.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Becky Smith",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.9&dim=300px,M.Ampere,1973,2e677704d9c8
Bruce Nauman,"Pencil, charcoal, and watercolor on paper",74 1/2 x 50 in. (189.2 x 127 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Alan Hergott and Curt Shepard",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.56&dim=300px,Welcome,1985,9120885f4e80
Bruce Nauman,"Drypoint etching, edition 25/25",20 3/4 x 29 1/2 in. (52.7 x 74.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Atlantic Richfield Company",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.98&dim=300px,Abstract,1972,add26cdfa879
Bruce Nauman,"Lithograph, Artist's Proof; edition of 50",32 1/2 x 45 in. (82.6 x 114.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Becky Smith",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.8&dim=300px,Doe Fawn,1973,71322a492d78
Bruce Nauman,"Gouache on paper, glued together",49 1/2 x 63 1/2 in. (125.7 x 161.3 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Linda and Bob Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.191&dim=300px,"Dead, Dead",1981,731522114ecd
Bruce Nauman,Installation of four cameras and four monitors,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Collectors Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.6&dim=300px,Four Corner Piece,1971,5f5f0b9fcb71
Roberto Matta,Graphite and crayon on paper,22 x 28 in. (55.9 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. James L. Sheehy",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.59&dim=300px,Hate Commanded by Love,1943,1028a53a3e27
Roberto Matta,"Nine engravings with aquatint, edition 4/70",14 7/8 x 11 1/8 in. (37.8 x 28.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. James L. Sheehy",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.60A-I&dim=300px,The New School,1943,806e2120a588
David Novros,Acrylic lacquer and dry pigment on fiberglass,12 panels: 120 x 156 in. (304.8 x 396.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Dorot Foundation and gift of the artist in honor of Peter Ungerleider&#039;s 50th Birthday",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.127A-L&dim=300px,Untitled,1968,fd58377485c9
David Novros,"Acrylic lacquer, and murano pigment and dry pigment on fiberglass",96 x 108 in. (243.8 x 274.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Barbara Jakobson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.72A-L&dim=300px,Untitled,1968,a243b6dc3ee5
David Novros,Oil and murano pigment on shaped canvas in six parts,8 x 15 in. (20.3 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Virginia Dwan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.14&dim=300px,Untitled,1966,f5ee739548be
David Novros,Oil in liquin and marble dust on canvas (six parts),60 x 66 in. (152.4 x 167.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.156A-F&dim=300px,No Title,1968,7b74338d8f57
David Novros,"Acrylic lacquer, murano pigment and dry pigment on fiberglass",12 panels: 120 x 180 in. (304.8 x 457.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Dorot Foundation and a gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.22A-L&dim=300px,Untitled,1968,b2ddbc008634
Moris,"Pencil, duct tape, cardboard on wood",45 1/4 x 46 7/16 in. (114.9 x 118 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.91&dim=300px,Untitled,2006,ff0c7edce5a2
