title,sourceURL,imageURL,artist,nationality,materials,dimensions,creationDate,galleryLabel,provenance,relatedArtworksURL,relatedArtworksTitle,birthDate,deathDate,EA_id
Ohio River Boat,http://www.imamuseum.org/art/collections/artwork/ohio-river-boat-,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2b/2b64fff2-ceb6-42c0-88bc-42f1882982c3.jpg,,,egg emulsion on Masonite,35 3/4 x 29 7/8 in.,1934-1934,,,,,,,5b8b12e5c329
Plaster Cast of Bronze Bust of Evans Woolen,http://www.imamuseum.org/art/collections/artwork/plaster-cast-bronze-bust-evans-woolen-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2d/2d00db8d-10dd-479a-8d62-50e786cea5e8.jpg,David K. Rubins,American,plaster,20 x 12 in.,,,,,,1902,1985,a302cfe5bb5e
Scene in Switzerland,http://www.imamuseum.org/art/collections/artwork/scene-switzerland-james-f-gookins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/51/5175bc44-0919-4e86-b06d-484a1ea91d7b.jpg,James F. Gookins,American,oil on canvas,,1888,,,,,1840,1904,b6480bbac060
Rocky Mountain Scene,http://www.imamuseum.org/art/collections/artwork/rocky-mountain-scene-wheeler-clifton,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b4/b4617d7f-df91-4729-b0b6-19b9af86809e.jpg,"Wheeler, Clifton A.",American,oil on canvas,36 x 28 in.,,,,http://www.imamuseum.org/art/collections/artwork/catskills-wheeler-clifton,In the Catskills,1883,1953,90b43418c16d
Portrait of a Man,http://www.imamuseum.org/art/collections/artwork/portrait-man-peale-anna-claypoole,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f7/f7ca1dcc-296d-4c06-83f2-4d6800f45e4c.jpg,"Peale, Anna Claypoole",,watercolor on ivory,3 1/16 x 2 1/4 in.,1828,"James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural flesh tones and firm drawing style.
Miniature portraits have been used as mementos since ancient times.",The artist;...Mr. and Mrs. Paul Barton of Indianapolis circa 1960; IMA 1975,,,,,4e8a6ee84270
"Toledo Spain, Afternoon Sun",http://www.imamuseum.org/art/collections/artwork/toledo-spain-afternoon-sun-brewster-anna-richards,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a0/a07f4700-0407-454a-8427-de664129f662.jpg,"Brewster, Anna Richards",American,oil on canvas mounted to layered board,6 1/4 x 8 1/2 in.,1911-1911,,,,,1870,1952,c4613e9a5d8a
Running for Anchorage,http://www.imamuseum.org/art/collections/artwork/running-anchorage-chase-henry,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/48/482aaa0a-a13b-4f16-9af8-2add7976efd7.jpg,"Chase, Henry",American,oil on canvas,30 x 25 in.,,,,,,1853,1889,2416c4c68879
Hill and Hollow,http://www.imamuseum.org/art/collections/artwork/hill-and-hollow-lewis-h-meakin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/86/863ece6a-316a-48ed-8e6f-39c3a7cdc364.jpg,Lewis H. Meakin,American,oil on canvas,34 x 44 in.,about 1896,,,,,1850,1917,9eed4aa495d7
Portrait of Thomas Taggart Young,http://www.imamuseum.org/art/collections/artwork/portrait-thomas-taggart-young-taggart-lucy-martha,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/03/03760b49-328f-4f59-82bf-7086a7126af1.jpg,"Taggart, Lucy Martha",,,11 1/2 x 9 x 6 1/2 in. (w/o stand),1923,,,http://www.imamuseum.org/art/collections/artwork/bust-eva-taggart-taggart-lucy-martha,Bust of Eva Taggart,,,de5fac5befae
Sea Gull,http://www.imamuseum.org/art/collections/artwork/sea-gull-lachaise-gaston,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/76/767f24de-f747-4ba9-98ff-76d5335c4e97.jpg,"Lachaise, Gaston",,brass,H: 6 in.,1927,,,http://www.imamuseum.org/art/collections/artwork/acrobat-lachaise-gaston,Acrobat,,,9eab64511feb
Riverboat,http://www.imamuseum.org/art/collections/artwork/riverboat-donald-mattison,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/53/53d81839-57af-4644-bef0-ba8b142c769d.jpg,Donald Mattison,American,oil on canvas,24 x 29 in.,1945,,,,,1905,1975,d2f9b2751b77
Portrait of Caroline Marmon Fesler,http://www.imamuseum.org/art/collections/artwork/portrait-caroline-marmon-fesler-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f5/f5a45c56-6890-4b97-8089-71141e91fe77.jpg,David K. Rubins,American,bronze relief,14 1/4 x 10 3/8 in.,1968,,,,,1902,1985,d964ba742f30
Study Head (Old Man),http://www.imamuseum.org/art/collections/artwork/study-head-old-man-richards-samuel-g,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/35/35f3448d-4540-48ba-959c-669576389359.jpg,"Richards, Samuel G.",American,oil on canvas,,1883-1884,,,http://www.imamuseum.org/art/collections/artwork/study-head-bearded-man-richards-samuel-g,Study Head (Bearded Man),1853,1893,66c493b29511
Old Peasant Woman,http://www.imamuseum.org/art/collections/artwork/old-peasant-woman-richards-samuel-g,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1b/1b3136e5-2241-42e5-b466-aa579174a805.jpg,"Richards, Samuel G.",American,oil on canvas,,about 1885,,,http://www.imamuseum.org/art/collections/artwork/study-head-young-woman-eyes-downcast-richards-samuel-g,Study Head (Young Woman with Eyes Downcast),1853,1893,6f76713f8660
Study Head (Bearded Man),http://www.imamuseum.org/art/collections/artwork/study-head-bearded-man-richards-samuel-g,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/13/133eb1b7-fdfb-4524-9b7f-675a1971f894.jpg,"Richards, Samuel G.",American,oil on canvas,,1883-1884,,,,,1853,1893,92a6911298a7
"Chief Flat Iron, Sioux",http://www.imamuseum.org/art/collections/artwork/chief-flat-iron-sioux-sharp-joseph-henry,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/ba1b3220-e0db-4e0c-b29b-82f491e7b1f7.jpg,"Sharp, Joseph Henry",American,oil on canvas,,,,,,,1859,1953,3143d75026a9
On The Brandywine,http://www.imamuseum.org/art/collections/artwork/brandywine-laer-alexander-theobald-van,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b3/b3fb8298-7199-4963-9078-ef16f473b4dc.jpg,"Laer, Alexander Theobald van",American,oil on canvas,,,,,,,1857,1920,903af25b9515
Street Scene,http://www.imamuseum.org/art/collections/artwork/street-scene-ullman-eugene-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/48/48333144-ce05-4077-a1e6-bba60232899a.jpg,"Ullman, Eugene Paul",American,oil on panel,,,,,,,1877,1953,2265ef6591ee
Munich Girl,http://www.imamuseum.org/art/collections/artwork/munich-girl-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/aa/aa79688e-79a8-4496-a480-3d14efd81c6c.jpg,T.C. Steele,American,oil on canvas,,1884-1884,,,http://www.imamuseum.org/art/collections/artwork/munich-model-tc-steele,The Munich Model,1847,1926,4c6435d23592
Scene on the Wabash (near Pipe Creek),http://www.imamuseum.org/art/collections/artwork/scene-wabash-near-pipe-creek-winter-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/99/9915d50b-09c9-4009-b440-cc16daf518a6.jpg,"Winter, George",American,oil on canvas,,probably 1840s,"Here, a group of Potawatomi Indians gather next to the Wabash River. ?The figures are posed in a casual setting, reflecting Winter's goal to record the daily life and customs of these people.
Winter was born in England and came to America in 1830 to study in New York. ?In 1837 he moved to Logansport, Indiana.","Collection of Judge Biddle, Logansport and John B. Elam, Indianapolis, Indiana; Mr. Harvey Elam; given to the Indianapolis Museum of Art in 1920.",http://www.imamuseum.org/art/collections/artwork/scene-wabash-winter-george,Scene on the Wabash,1810,1876,ffa00df87486
Monarch Beech,http://www.imamuseum.org/art/collections/artwork/monarch-beech-bundy-john-elwood,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/bb/bbac6d3a-de19-491f-a5f2-4365a69efd48.jpg,"Bundy, John Elwood",American,oil on canvas,,,,,,,1853,1933,9f960d6fa894
Apache,http://www.imamuseum.org/art/collections/artwork/apache-phillips-bert-greer,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5f/5f67432b-de79-405b-b542-02e0ae2d1a58.jpg,"Phillips, Bert Greer",American,oil on canvas,,,,,,,1868,1956,c870d6c53776
Study of a Hat,http://www.imamuseum.org/art/collections/artwork/study-hat-ketcham-susan-merrill,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/64/64113803-39e6-4c3e-9f91-5387d6c8da44.jpg,"Ketcham, Susan Merrill",American,oil on canvas,,1889,,,,,1841,1930,961f6bc1d3ce
Family Picnic,http://www.imamuseum.org/art/collections/artwork/family-picnic-grabach-john-r,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4d/4d7f323d-1d08-47d4-b2a0-c07af18cf6aa.jpg,"Grabach, John R.",American,oil on canvas,,1927-1927,,,,,1886,1981,cd66cd87a669
San Gimignano,http://www.imamuseum.org/art/collections/artwork/san-gimignano-lucioni-luigi,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/61/61440b19-9216-41d2-8136-4a1f8905b023.jpg,"Lucioni, Luigi",American,oil on wood panel,,1929-1929,,,,,1900,,c57e9dbaab46
Portrait of Edward Loftus,http://www.imamuseum.org/art/collections/artwork/portrait-edward-loftus-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9eadbc97-51be-4765-9a91-d65b52edab8d.jpg,"Stuart, Gilbert",American,oil on canvas,,about 1790,,,,,1755,1828,eb6dca27f7c8
Portrait of Booth Tarkington,http://www.imamuseum.org/art/collections/artwork/portrait-booth-tarkington-betts-louis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e2/e26e4ee6-e49a-4e2a-8578-8e0b7e382037.jpg,"Betts, Louis",American,oil on canvas,,1941,,,,,1873,1961,364b4e7a98f8
In the Meadow,http://www.imamuseum.org/art/collections/artwork/meadow-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c6/c6d72055-3077-408e-a12b-79cff805b8e8.jpg,"Inness, George",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/rainbow-inness-george,The Rainbow,1825,1894,b911db580b89
Mixed Bouquet,http://www.imamuseum.org/art/collections/artwork/mixed-bouquet-pittman-hobson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8a/8a5028af-dc44-48cd-ae36-cbf783117f5d.jpg,"Pittman, Hobson",American,oil on canvas,,,,,,,1899,,2c79abb7c3b4
Portrait of William Henry Harrison,http://www.imamuseum.org/art/collections/artwork/portrait-william-henry-harrison-morse-samuel-finley-breese,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e0/e004547b-3322-45d6-aa61-0d02825c6c2e.jpg,"Morse, Samuel Finley Breese",American,oil on canvas,,,,,,,1791,1872,543aa14d5c27
December Mists,http://www.imamuseum.org/art/collections/artwork/december-mists-henry-r-macginnis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0c/0cbc6a61-7699-4736-b922-62a38f759162.jpg,Henry R. MacGinnis,American,oil on canvas,,,,,,,1875,1962,b8e2cc40eb46
Vice-Admiral Edward Hughes,http://www.imamuseum.org/art/collections/artwork/vice-admiral-edward-hughes-stuart-gilbert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/95/956826b2-c544-43fa-89b2-f66045cdde89.jpg,"Stuart, Gilbert",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/portrait-edward-loftus-stuart-gilbert,Portrait of Edward Loftus,1755,1828,bf5872e6dc70
Thornberry&#039;s Pasture,http://www.imamuseum.org/art/collections/artwork/thornberrys-pasture-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/30/30202287-7aec-42e3-98ea-e73e974bf5bb.jpg,"Adams, John Ottis",American,oil on canvas,35 1/2 x 23 in. (framed),1904,"In this landscape Adams pursues the impressionist goal of capturing the light and atmosphere of a specific moment.
Thornberry's Pasture is in Brooklyn, Indiana a few miles southwest of Indianapolis.
Adams was the first painting instructor at the John Herron Art Institute.",Owned by Winifred Brady Adams (wife of the artist); given to the museum by the sons of the artist,http://www.imamuseum.org/art/collections/artwork/august-sunset-prairie-dell-adams-john-ottis,An August Sunset - Prairie Dell,1851,1927,a5b15f518007
A Young Woman,http://www.imamuseum.org/art/collections/artwork/young-woman-metcalf-willard-leroy,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8a/8abb1bf7-c3db-46be-8afe-8c4715a2cbe3.jpg,"Metcalf, Willard LeRoy",American,oil on canvas,,1893,,,http://www.imamuseum.org/art/collections/artwork/landscape-river-metcalf-willard-leroy,Landscape: The River,1858,1925,eed42170e74d
Circus Poster,http://www.imamuseum.org/art/collections/artwork/circus-poster-robert-weaver,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/9131dff5-76b5-497f-bdf2-e6115b88a43d.jpg,Robert Weaver,American,oil on Masonite,,,,,,,1924,1994,e564d3fd404a
Blanche Sully,http://www.imamuseum.org/art/collections/artwork/blanche-sully-sully-thomas,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/acb19223-415a-44c9-b39f-42d8e2846ac1.jpg,"Sully, Thomas",American,oil on canvas,,1834,,,,,1783,1872,a14f5b6b8322
Italian Roses,http://www.imamuseum.org/art/collections/artwork/italian-roses-hilliard-william-henry,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d7/d72f3f41-2193-49a7-aa2c-f3339f442f6c.jpg,"Hilliard, William Henry",,oil on canvas,,about 1871-1876,"Hilliard was a versatile painter of portraits, landscapes, still lifes and animals.
The slightly unbalanced, casual arrangement of the flowers suggests Hilliard was aware of Japanese design.
Hilliard came to Madison, Indiana from Auburn, New York at age twenty. ?He arrived in Indianapolis ten years later and then went to Boston and Europe.",,,,,,a77614917f9e
Landscape near Lafayette,http://www.imamuseum.org/art/collections/artwork/landscape-near-lafayette-winter-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fbd07b07-4be2-46cb-841d-a7e3c1080d14.jpg,"Winter, George",American,oil on canvas,,1850-1876,,,,,1810,1876,3b3317265c67
Portrait of Joel Barlow,http://www.imamuseum.org/art/collections/artwork/portrait-joel-barlow-robert-fulton,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4f/4fec36d3-d798-40c7-8af1-65ef1739046e.jpg,Robert Fulton,American,oil on canvas,,1805,,,,,1765,1815,c503fc5e977b
"Late Afternoon, Dachau Moor",http://www.imamuseum.org/art/collections/artwork/late-afternoon-dachau-moor-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/81/8128a85f-f2bd-4cf1-b2f6-eeb36fcef2ef.jpg,T.C. Steele,American,oil on canvas,,1885-1885,,,,,1847,1926,593c5f4fc8b0
Portrait of Thomas Lakin,http://www.imamuseum.org/art/collections/artwork/portrait-thomas-lakin-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/00/00d4de9a-8d7d-4774-b510-bd85f874e086.jpg,T.C. Steele,American,oil on canvas,,,,,,,1847,1926,b7d7e29e8097
Education of Trooper Brown,http://www.imamuseum.org/art/collections/artwork/education-trooper-brown-wyeth-newell-convers,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3a/3a3537a8-64f7-4077-8b3b-97b16d4bedd9.jpg,"Wyeth, Newell Convers",American,oil on canvas,,1906-1906,,,,,1882,1945,fd6c1d91460f
Carnival,http://www.imamuseum.org/art/collections/artwork/carnival-donald-mattison,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4413e0-5ea3-4c28-9d44-3f74d6811544.jpg,Donald Mattison,American,oil on canvas,,1935-1935,,,,,1905,1975,df87474a6f8e
"Portrait of Martha Wysor Marsh and Son, John Edwin",http://www.imamuseum.org/art/collections/artwork/portrait-martha-wysor-marsh-and-son-john-edwin-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/78/78c151e0-1c29-4c1a-aff4-6e6e9e34042e.jpg,"Adams, John Ottis",American,oil on canvas,,1892-1892,,,,,1851,1927,9d9ed4b9b996
A Summer Morning,http://www.imamuseum.org/art/collections/artwork/summer-morning-stark-otto,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/71/7116a207-f2bb-4519-b0e6-0ef2edd48357.jpg,"Stark, Otto",American,oil on canvas,,1909-1909,,,,,1859,1926,c585fb578a2a
Study for Indian in Buffalo Hunt by Indians,http://www.imamuseum.org/art/collections/artwork/study-indian-buffalo-hunt-indians-wimar-charles-ferdinand,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4c64ef-e8a0-45fb-9298-a704c3d35737.jpg,"Wimar, Charles Ferdinand",American,oil on paper mounted on canvas,,1861-1861,,,,,1828,1862,208d9620e346
Landscape with Farmhouse,http://www.imamuseum.org/art/collections/artwork/landscape-farmhouse-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5a/5a33c236-c1e2-4bd0-a352-a2a534c0ced8.jpg,,American,oil on canvas,,1876-1876,,,,,1825,1894,d624aff66628
"Hanging Moss, St. Petersburg",http://www.imamuseum.org/art/collections/artwork/hanging-moss-st-petersburg-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/69/694db22e-f224-4ac2-989c-e18ed03ccd22.jpg,"Adams, John Ottis",American,oil on canvas,,about 1914-1915,,,,,1851,1927,703f7b851db8
A Night in Central Park,http://www.imamuseum.org/art/collections/artwork/night-central-park-rouland-orlando,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/20/20435965-20eb-47f8-984e-ce357972f260.jpg,"Rouland, Orlando",American,oil on panel,,about 1906,,,,,1871,1945,ebad162e6c07
Figure Study (Old Man),http://www.imamuseum.org/art/collections/artwork/figure-study-old-man-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/83/831a583c-45f6-488b-a575-82302e534463.jpg,"Adams, John Ottis",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/wash-day-adams-john-ottis,Wash Day,1851,1927,78ae80f58ed8
Hot Sun,http://www.imamuseum.org/art/collections/artwork/hot-sun-richardson-constance,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e9/e96c4225-ad9b-41d2-8fb1-cffce8d0c1b6.jpg,"Richardson, Constance",American,oil on canvas,,1947,,,,,1905,,174b7bf0c519
Saco Valley,http://www.imamuseum.org/art/collections/artwork/saco-valley-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a2/a2a3ebbe-1048-42a7-96f9-2c6c2b619f45.jpg,"Inness, George",American,oil on canvas,,,,,,,1825,1894,4b9c0c7c43a2
Untitled,http://www.imamuseum.org/art/collections/artwork/untitled-bierstadt-albert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9af19196-e22e-4046-98ce-d2efb366fdf2.jpg,"Bierstadt, Albert",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/alaska-bierstadt-albert,Alaska,1830,1902,0c8781f2ec8d
Will-O-The-Wisp,http://www.imamuseum.org/art/collections/artwork/will-o-wisp-mess-george-jo,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b9/b97730c0-87dd-4bd6-a790-2088cffc216f.jpg,"Mess, George Jo",American,oil and Dev-o-lac on canvas board,,1955-1955,,,,,1898,1962,a17083cce773
Portrait of Reverend Nathaniel A. Hyde,http://www.imamuseum.org/art/collections/artwork/portrait-reverend-nathaniel-hyde-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/18/18db4861-4d7e-4f94-b3c9-1f2beafdac65.jpg,T.C. Steele,American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/portrait-frederick-w-davis-tc-steele,Portrait (Frederick A. W. Davis),1847,1926,5f3bc829f5a5
Young Girl with Child,http://www.imamuseum.org/art/collections/artwork/young-girl-child-bouguereau-elizabeth-jane-gardner,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/914d84bf-af6f-40fe-89ea-4301585d3dd1.jpg,"Bouguereau, Elizabeth Jane Gardner",American,oil on canvas,,after 1905,,,,,1837,1922,fc3d707790a9
Landscape with Figures,http://www.imamuseum.org/art/collections/artwork/landscape-figures-glessing-thomas-b,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/442f9d8a-1b84-46a6-8434-c3bab96e686b.jpg,"Glessing, Thomas B.",,oil on canvas,,1859,"The subject of this painting resembles a nativity scene with Mary, baby Jesus, and Joseph in a landscape setting.
Glessing was a painter of theatrical scenery and landscapes.
When this scene was painted, the artist was in Indianapolis decorating the Metropolitan Theatre, which later became the Park.",Purchased from the parents of Mr. and Mrs. Stuart Wilbur circa 1961 in the Midwest; sold to the museum by Mrs. Stuart Wilbur in 1991,,,,,7492c557374e
In the Studio,http://www.imamuseum.org/art/collections/artwork/studio-majors-william,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/17/17d25f79-e34f-4e35-aa2b-6f7471f81083.jpg,William Majors,American,oil on canvas,,1966,,,,,1930,1982,bd514f1bfceb
Reading (Lady on a Deck Chair),http://www.imamuseum.org/art/collections/artwork/reading-lady-deck-chair-stillson-blanche,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/46/4616be87-3b58-4e51-b32b-95a754df6123.jpg,"Stillson, Blanche",American,oil on canvas,,,,,,,1890,1977,517b77bb6fc6
Portrait of Delight Sweetser,http://www.imamuseum.org/art/collections/artwork/portrait-delight-sweetser-clark-virginia-keep,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3d/3d9802d0-52b2-4e04-85a3-00fa6515fce3.jpg,"Clark, Virginia Keep",,charcoal with touches of red chalk on off-white paper,14 13/16 x 11 7/16 in.,about 1900,,,,,1878,1962,8772454807b9
Landscape with Cows and Hillside,http://www.imamuseum.org/art/collections/artwork/landscape-cows-and-hillside-gruelle-richard-buckner,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/10/10c18c30-8ad9-43f9-8783-896d3097a09c.jpg,"Gruelle, Richard Buckner",American,watercolor on white paper,,1892,,,,,1851,1914,302183c83558
Gray Day in Normandy,http://www.imamuseum.org/art/collections/artwork/gray-day-normandy-aldrich-george-ames,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/4259e2c2-8af1-4cf5-a02a-f1ffc17b18a3.jpg,"Aldrich, George Ames",American,oil on canvas,,about 1910,,,,,1872,1941,c93bb51b4096
Portrait of Alexander Ernestinoff,http://www.imamuseum.org/art/collections/artwork/portrait-alexander-ernestinoff-adams-wayman,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b0/b073ccd5-81ec-4b20-995a-e3e69b19457a.jpg,Wayman Adams,American,oil on canvas,,1914,,,http://www.imamuseum.org/art/collections/artwork/josiah-kirby-lilly-jr-adams-wayman,"Josiah Kirby Lilly, Jr.",1883,1959,5396b1dd814a
Portrait of Anton Scherrer,http://www.imamuseum.org/art/collections/artwork/portrait-anton-scherrer-adams-wayman,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6d/6d0ec338-2647-49c9-a500-95f53d422883.jpg,Wayman Adams,American,oil on canvas,,1956,,,,,1883,1959,94a39a7d66b3
Woman in White,http://www.imamuseum.org/art/collections/artwork/woman-white-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/424576ac-e315-4756-abc9-c32348aa5283.jpg,William Merritt Chase,American,oil on canvas,,summer 1902,,,,,1849,1916,1642f7fb1ed0
"The Artist&#039;s Mother, Sarah Swaim Chase",http://www.imamuseum.org/art/collections/artwork/artists-mother-sarah-swaim-chase-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a2/a23a2a8c-2dc4-4dd9-b54d-940bfe087959.jpg,William Merritt Chase,American,oil on canvas,,1892,"The artist's mother was the first guest and subject of the first portrait the artist painted in his new studio and summer residence at Shinnecock, Long Island, in 1892.
The lace cap was added by Chase to cover a spot he had overlooked, but its delicate texture and bow also soften the sitter's features.
Chase taught the first outdoor school of landscape painting at Shinnecock.","Owned by Mrs. Carrie Chase Roberts, sister of the artist",http://www.imamuseum.org/art/collections/artwork/first-touch-autumn-chase-william-merritt,First Touch of Autumn,1849,1916,f1b872bb4da6
"Portrait of My Father, David H. Chase",http://www.imamuseum.org/art/collections/artwork/portrait-my-father-david-h-chase-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/05/0584face-ed38-4f48-84d5-27ac900c6a98.jpg,William Merritt Chase,American,oil on canvas,,about 1895,,,,,1849,1916,9b8c28c894e6
Moses Swaim,http://www.imamuseum.org/art/collections/artwork/moses-swaim-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/90/90caa760-210a-4b1a-97bf-f0e60c461147.jpg,William Merritt Chase,American,oil on canvas,,about 1867,,,,,1849,1916,6344105c5d5a
The Temple of Philae,http://www.imamuseum.org/art/collections/artwork/temple-philae-briscoe-franklin-d,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7c/7c9e2168-4136-45c6-8974-b60a026562ca.jpg,"Briscoe, Franklin D.",American,oil on canvas,,1873-1873,,,,,1844,1903,a2a593ae1331
Halloween Carnival,http://www.imamuseum.org/art/collections/artwork/halloween-carnival-mayer-henrik-martin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ee/ee2dd9c5-a163-441a-bbf3-5ea53477db2d.jpg,"Mayer, Henrik Martin",American,oil on Masonite,,1938-1938,,,,,1909,1972,2dab8b7af16f
Sacred Waters,http://www.imamuseum.org/art/collections/artwork/sacred-waters-couse-eanger-irving,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/87/87e9ee14-8b16-43d6-b793-5ef8f2647dab.jpg,"Couse, Eanger Irving",,oil on canvas,,,"Couse is best known for his intimate images of Native Americans in quiet repose.
The artist's paint strokes set up a rhythmic flow, which moves throughout the work.
Tradition holds that the Taos Indians were created out of the sacred waters of Blue Lake.",,http://www.imamuseum.org/art/collections/artwork/pair-childs-moccasins-,pair of child's moccasins,,,5b84fc7fd59e
Indian Pueblos,http://www.imamuseum.org/art/collections/artwork/indian-pueblos-fechin-nicholai,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/90/906279e0-625a-4655-8c5b-5b0877d67d72.jpg,"Fechin, Nicholai",,oil on canvas,,1901-1955,"Fechin developed a dramatic style consisting of vigorous brush strokes and vivid colors.
The artist loved the somber forests near his home in Russia and found their equivalent in the New Mexico Plateau, where he settled in 1927.
The Pueblo Indians rekindled Fechin's interest in the culture and heritage of native peoples.",,,,,,ef71613f046c
Crest of the Wave,http://www.imamuseum.org/art/collections/artwork/crest-wave-frishmuth-harriet-whitney,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a7/a7c4b88b-f30d-4914-9ec1-1c58dae27987.jpg,"Frishmuth, Harriet Whitney",American,bronze on onyx base,H: 22 in.,1925,,,,,1880,1980,cf810346e600
Out of Work,http://www.imamuseum.org/art/collections/artwork/out-work-ingraham-ellen-m,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4c/4c413ba1-d42f-497c-877c-db5fcd020411.jpg,"Ingraham, Ellen M.",American,oil on canvas,,,,,http://www.imamuseum.org/art/collections/artwork/still-life-brass-kettle-and-catfish-chase-william-merritt,Still Life - Brass Kettle and Catfish,1832,1917,485d4cdfe333
