Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,production_id
Jack Pierson,Color photograph,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.106&dim=300px,Palms Hollywood,1990,484c1161d44f
John Ahearn,Painted plaster cast,24 x 21 x 6 in. (61 x 53.3 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.34&dim=300px,Luis with Bite in Forehead,1980,1f614ad7978b
Guo Yilin,"Color photograph, Edition 6/8",21 x 31 in. (53.3 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rosette V. Delug",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.51&dim=300px,No. 7,2006,e0f356467a17
Max Yavno,Gelatin silver print,"7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)
Image: 7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.113&dim=300px,Children in Front of Houses,1947,883841da39bd
Max Yavno,Cibachrome print,"20 x 16 in. (50.8 x 40.6 cm)
Image: 13 1/2 x 10 1/2 in. (34.3 x 26.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.128&dim=300px,Grape Cluster,1961,e344d47b6bc9
Max Yavno,Gelatin silver print,"10 1/2 x 13 5/8 in. (26.7 x 34.6 cm)
Image: 10 1/4 x 13 3/8 in. (26 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.139&dim=300px,Market People,1979,5be9360b1c22
Henry Wessel,Kodak chromogenic print,6 x 9 in. (15.2 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Marjorie and Leonard Vernon Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.129.25&dim=300px,Real Estate Photograph No. 16,9114,63a77eadba0c
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.39&dim=300px,Untitled,1968,8eea96ba8b20
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.1&dim=300px,Untitled,1968,cd045de561db
Mark Wyse,Color photograph,Frame: 33 3/4 x 41 1/2 x 2 in. (85.7 x 105.4 x 5.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sheridan Brown",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.28&dim=300px,Winter #4,2005,36401b7cef09
Cosima von Bonin,"Perspex, timber, cloth, and foam",52 x 31 1/8 x 31 1/8 in. (132.1 x 79.1 x 79.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.227&dim=300px,THERAPY (#62),2002,30b09decffab
Chris Verene,"Chromogenic print, edition 6/20",24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marc Selwyn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.92&dim=300px,Untitled (from the Galesburg series &quot;Christmas Lights Contest Winner&quot;),1998,730b6a1884f2
Jacques Villeglé,Torn posters pasted on plywood,"14 1/8 x 20 5/8 in. (35.9 x 52.4 cm)
Frame: 16 1/2 x 22 3/4 x 2 1/4 in. (41.9 x 57.8 x 5.7 cm)
Other (cardboard collar box dim): 17 x 22 3/8 x 3 in. (43.2 x 56.8 x 7.6 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.225&dim=300px,Rue Pirouette,1962,a6d11b4e9171
Robert Therrien,Bronze,101 x 32 x 32 in. (256.5 x 81.3 x 81.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.78&dim=300px,No Title,1985,7474d05c0931
Frank Stella,"One color lithograph on Deluxe paper, edition 52/100",Paper: 16 x 22 in. (40.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of J. P. Guerin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.93.4&dim=300px,Carl Andr&eacute; (from The Purple Series),1972,d936e7729e15
Frank Stella,"57 color lithograph/screenprint, edition 21/50",33 7/8 x 45 7/8 in. (86 x 116.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  David Gensburg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.12.6&dim=300px,Steller&#039;s Albatross from the Exotic Bird Series,1977,2e007b60d29e
Lucas Samaras,SX-70 Polaroid photograph internal dye transfusion transfer,3 1/8 x 3 1/16 in. (7.9 x 7.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.107&dim=300px,Photo-Transformation August 19,1976,dc4f5c443b59
Laurie Simmons,Color photograph,16 1/4 x 23 in. (41.3 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.94&dim=300px,Water Series,1980,f2c79e85cb78
Robert Smithson,Graphite on paper,"18 7/8 x 23 1/4 in. (47.9 x 59.1 cm)
Frame: 26 1/8 x 31 1/8 x 1 5/8 in. (66.4 x 79.1 x 4.1 cm)","The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.164&dim=300px,Spiral of Cinnabar,1970,c34113ddaa7a
Lezley Saar,Mixed media,30 x 14 1/2 x 10 in. (76.2 x 36.8 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Heidi Steiger",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.11&dim=300px,Pinky Apr&egrave;s le Deluge,1994,edbf7798be72
Gary Stephan,Ink on paper,56 1/2 x 42 in. (143.5 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.166&dim=300px,Two Ways,1981,a53bf5af5f9c
Edward Ruscha,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.4&dim=300px,"Texaco, Jackrabbit, Arizona",1962,f0c206331457
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.4&dim=300px,Blanks I,1992,e3065c2eb14d
Kay Rosen,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.6&dim=300px,Ex-Ed,1992,2fd01e5fb0d1
Bridget  Riley,Acrylic on canvas,80 x 159 7/8 in. (203.2 x 406.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.93&dim=300px,Green and Magenta Diagonal,1968,0db24c274a8d
Susan Rankaitis,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.7&dim=300px,Diagonal Study #2,1980,5f09f96704a4
Edward Ruscha,Gunpowder on paper,13 x 21 1/2 in. (33 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.200&dim=300px,The Briefcase,1973,b593f78b9083
Charles Ray,Electric motor with 9 in. diameter disc,Diameter: 9 in. (22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.86&dim=300px,Rotating Circle,1988,0e78775a8e68
May Stevens,"Silkscreen on Rives BFK White, edition 15/75",22 x 30 in. (55.9 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.2.11&dim=300px,Untitled,1982,d9aa5e83f157
Robert Smithson,"Collage, pencil, ink, graph paper",17 x 22 in. (43.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee in honor of Connie Butler",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.36&dim=300px,The Dual Perspective,1967,d337e7c16558
Kim Schoenstadt,"Carved lines into plaster wall with chalk board paint, gouache and pencil",123 1/2 x 189 in. (313.7 x 480.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by John Baldessari",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.62&dim=300px,Pool Side Chat: Googie and Social Realism in 7/8 time,2005,3a1a877d5357
Lucas Samaras,Pastel on paper,12 x 9 in. (30.5 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.80&dim=300px,"Untitled (August 23, )",1960,73450f8ec47a
Peter Shelton,Cast bronze,46 1/2 x 90 x 60 1/2 in. (118.1 x 228.6 x 153.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.76A-B&dim=300px,CURVEDTUBEbentpipe,1989,d2b26c40dee9
Ron Terada,Acrylic on canvas,40 1/2 x 36 in. (102.9 x 91.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Patrick Painter in memory of Stuart Regen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.105&dim=300px,Untitled (Ad Painting: On Kawara),1996,dee4df9c3f0e
Rirkrit Tiravanija,"Electric wok, cooking supplies, table, tablecloth, vinyl text, and mussels",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.98&dim=300px,Untitled (Musselslessum),1991,132bf7b93faf
Cosima von Bonin,Wool and cotton,102 3/8 x 78 3/4 in. (260 x 200 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.226&dim=300px,D&#039;ACCORD,2002,f68298c3c449
De Wain Valentine,"Molded fiberglass, re-enforced polyester",64 x 64 x 64 in. (162.6 x 162.6 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Larry Gagosian",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.57&dim=300px,Double Disk,1967,a0bffc8e0b52
Edward Weston,Black and white photograph,7 1/2 x 9 1/2 in. (19.1 x 24.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  William A. Palmer",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.9&dim=300px,Elsa,1945,596190dd5f37
Matthias Weischer,Oil on canvas,55 x 67 in. (139.7 x 170.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.84&dim=300px,Zimmer,2004,2577c3fa747f
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.9&dim=300px,Untitled,1968,a93d7828e631
Max Yavno,Gelatin silver print,"8 x 9 7/8 in. (20.3 x 25.1 cm)
Image: 7 5/8 x 9 5/8 in. (19.4 x 24.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.64&dim=300px,Three Youths Smoking,1947,c0b5c8328982
Max Yavno,Gelatin silver print,"19 7/8 x 15 7/8 in. (50.5 x 40.3 cm)
Image: 13 1/2 x 10 1/8 in. (34.3 x 25.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.19&dim=300px,Trusses,1939,665990c5cedb
Max Yavno,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.169&dim=300px,Shopkeeper with Clay Pots in Marrakech,1982,0bf8c62480e5
Max Yavno,Gelatin silver print,"16 x 20 in. (40.6 x 50.8 cm)
Image: 10 x 13 3/8 in. (25.4 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.21&dim=300px,"Winter, 16th Street",1940,1739bb0d8f94
Guo Yilin,"Color photograph, Edition 6/8",21 x 31 in. (53.3 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rosette V. Delug",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.50&dim=300px,No. 6,2006,7cd238ed8154
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 3/8 in. (11.1 x 8.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.17&dim=300px,LA-C 89,1977,f81118344236
Jack Pierson,Graphite on paper,14 x 11 in. (35.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of anonymous donors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.77&dim=300px,Dreams Die Easy,1994,1f2d05989688
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.40&dim=300px,We&#039;d rather play games than watch TV.,1972,000ba8b7ac43
Sigmar Polke,Gelatin silver print,Paper: 11 3/8 x 8 1/4 in. (28.9 x 21 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.7&dim=300px,Untitled (Eagle Dancer),1973,a5ce159b3f91
Jorge Pardo,"Cloth bound accordion fold-out (leporello) 22 page book, 4 paper pedestals, text and listed participating 'executives', edition of 10 (unnumbered)",11 3/4 x 7 1/2 in. (29.8 x 19.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Thomas Solomon&#039;s Garage, Los Angeles; Friedrich Petzel Gallery, New York; and the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.13&dim=300px,Ten people ten books,1994,c8758f8a87c6
Tod Papageorge,Gelatin silver print,11 3/4 x 17 3/4 in. (29.8 x 45.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.65.16&dim=300px,"Burbank, California",1973,ad49bab29c7e
Jonathan Pylypchuk,Mixed media on panel,27 1/2 x 25 5/8 in. (69.9 x 65.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.198&dim=300px,Your Forgiveness Is Paramount,2000,02e61467f9c3
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.49&dim=300px,Untitled,1972,e53e54d7e0b6
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.56&dim=300px,"Monday, Tuesday, Wednesday, Thursday... and Friday I have my hair done.",1972,12b906462eab
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.67&dim=300px,Untitled,1972,e60cdca969cf
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.100&dim=300px,Untitled,1972,2cd6eb6a0b05
Claes Oldenburg,4 Lithograph prints,Each: 40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jonathan Novak",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.5.1-.4&dim=300px,Apple Core - Spring/Summer/Autumn/Winter,1990,25d15a210e16
Rubén Ortiz Torres,"Dye Coupler Photograph on Fujiflex Super Glossy Color paper, edition 3/20",Paper: 20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and The Jan Kesner Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.54&dim=300px,"El Castillo de la Impureza (The Castle of Impurity), Guadalajara, Jalisco",1998,cbe05170b16a
Robert Mapplethorpe,"Gelatin silver print, edition 3/10",20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.34&dim=300px,Derrick Cross,1982,2cd5afdaa51f
Juan Muñoz,Wood,8 1/2 x 36 x 13 in. (21.6 x 91.4 x 33 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.183&dim=300px,Untitled (Box),1988,fd66a60e015b
Roy McMakin,"Maple, plywood, and enamel paint, edition 1/3",70 x 31 x 32 in. (177.8 x 78.7 x 81.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.24&dim=300px,"Refrigerator, Table, Shelving Unit",2000,3aa6e2b22e2f
Pentti Monkkonen,Pencil on paper,"11 x 14 in. (27.9 x 35.6 cm)
Frame: 18 x 22 in. (45.7 x 55.9 cm)
Image: 13 5/8 x 10 3/4 in. (34.6 x 27.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.82&dim=300px,Untitled (Forest Study for Camouflage Suit),1997,f2aa50b5d043
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.43&dim=300px,Poultneyville Orchard,1977,ff7a7c769044
Roger Mertin,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.33&dim=300px,New York Roadside,1977,9af44cfce317
Nicholas Africano,Paint on handmade paper,"Each: 6 1/2 x 9 1/2 in. (16.5 x 24.1 cm)
8 1/2 x 10 x 3 1/8 in. (21.6 x 25.4 x 7.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.136A-E&dim=300px,Man Who Lived in a Hat,1978,7fa92f648d92
Laura Aguilar,Gelatin silver print,"14 1/4 x 18 3/4 in. (36.2 x 47.6 cm)
Image: 14 3/4 x 18 3/4 in. (37.5 x 47.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.49&dim=300px,Untitled Landscape,1996,1135feed721e
Olivier Boberg,C-print on Kunstoff,15 3/4 x 23 5/8 in. (40 x 60 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.103&dim=300px,Parkplatz,1998,d67a52851b81
John McLaughlin,Collage on paper,12 x 12 in. (30.5 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.106&dim=300px,Untitled,1970,3acb8b4dfbbb
John McLaughlin,Oil on board,17 1/2 x 22 5/8 in. (44.5 x 57.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.69&dim=300px,Untitled,1949,06f8567b5cbd
Carlos Mollura,Vinyl,144 x 144 x 144 in. (365.8 x 365.8 x 365.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael A. Mehring and the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.15&dim=300px,Untitled (12 Ft. Diameter Sphere),1996,f41ce670c40f
Roy McMakin,"Wood, oil, and enamel",84 1/2 x 48 x 24 1/2 in. (214.6 x 121.9 x 62.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Stephanie and Dewey Nicks",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.99&dim=300px,Two Sided Shelving Unit with Painting,2000,1a6730fbab3b
Juan Muñoz,"Wood, plaster, and graphite",39 x 22 x 11 in. (99.1 x 55.9 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.143&dim=300px,A Square at the Bottom,1988,b240f443bb6b
Matthew Monahan,"Floral foam, wax, brass, pigment, pencil, paper, charcoal, drywall, and glass",88 x 17 1/2 x 17 1/2 in. (223.5 x 44.5 x 44.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.99&dim=300px,War Never Ends,2005,2bf5c9d33387
John McCracken,Wood plank,108 x 25 x 3 1/4 in. (274.3 x 63.5 x 8.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jerry Magnin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.21&dim=300px,No. 3 (The Berkeley Series),1970,e4f6024b59e1
John M. Miller,"Magna, graphite on canvas",86 5/8 x 73 1/2 in. (220 x 186.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.73&dim=300px,Untitled,1973,6de4fcbadca4
Cady Noland,Pipe and fittings,"Each (6 Pipes): 144 x 2 x 2 in. (365.8 x 5.1 x 5.1 cm)
Each (8 Connectors): 2 in. (5.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.80.1&dim=300px,Pipe Soffit.,1992,0d135c9cb33c
Rubén Ortiz Torres,"Dye Coupler Photograph on Fujiflex Super Glossy Color paper, edition 4/20",Paper: 20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and The Jan Kesner Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.55&dim=300px,"ESL, Roswell, New Mexico",1998,6eb96f25d4e8
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.45&dim=300px,"We&#039;re really happy.  Our kids are healthy, we eat good food, and we have a really nice home.",1972,24ff187a1dfc
Sigmar Polke,Gelatin silver print with paint,51 1/2 x 36 1/2 in. (130.8 x 92.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Audrey M. Irmas in honor of Wonmi Kwon",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.68&dim=300px,Untitled,1975,0a3a2af0258e
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.31&dim=300px,"This is Valerie&#039;s world in miniature.  She makes it what she wants it to be... without war, racial hate or miunderstanding.  Ken and Barbie (dolls) are man and woman rather than Mom and Dad.  They enjoy living and (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,5999b079897f
Jack Pierson,Graphite on paper,11 3/4 x 8 3/4 in. (29.8 x 22.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marc Selwyn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.101&dim=300px,Untitled (Hands),1991,88419d8abd85
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.3&dim=300px,August 16A,1980,246d28211f22
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.9&dim=300px,The Wanderer,1981,c65a3d79abc7
Afrika (Sergei Bugaev),Acrylic on plastic,60 x 44 in. (152.4 x 111.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Frederick R. Weisman Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.9&dim=300px,First Portrait of Lenin on Plastic,1987,ae5e53fe4744
Max Yavno,Gelatin silver print,"13 1/2 x 10 7/8 in. (34.3 x 27.6 cm)
Image: 8 x 8 7/8 in. (20.3 x 22.5 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.53&dim=300px,Street Talk,1946,9428da213774
