technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
Mixed media assemblage,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Bird and Diz, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CBird+%26+Diz%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=3,e95a85def3e2
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Hoe, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CHoe%2Ebmp,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.","assemblage in ammunition box of female figure constructed with a ""hoe"" used to create her pelvis.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=4,69d164835201
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Mail Order, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CMail%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=5,51e90fb47851
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Sticks, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSticks%2Ejpg,32 H x 24(open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=6,e7cdedceacdc
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Pieces at Hand, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CPieces%2Ejpg,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=7,256eee48c3e5
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","Made in Mississippi, Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CMississippi%2Ejpg,36 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=8,2603567079ad
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department","P.O.W., Spirit versus Technology Series",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CPOW%2Ejpg,32 H x 24 (open) W x 6 D,"John Thomas Riddle, Jr.",assemblage in ammunition box,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=9,3b71760c63b7
"Welded metal assemblage, polychrome",Bequest of Alfred C. Darby,Untitled,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CRiddle%5CDarby+Estate+copy%2Ejpg,"31 x 11 x 8.5""","John Thomas Riddle, Jr.","Welded steel sculpture incorporating white and red hexahedrons, parts of lock cylinders, pliers and magazine clips.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=10,cf8555bdb8d5
Mixed media assemblage,Gift of the Arts Council of the California African American Museum,Profit and Loss,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CProfit+and+Loss+copy%2Ejpg,"42"" H x 20"" W x 8.5"" D","John Thomas Riddle, Jr.","Composed of drawers-containers including sardine can, images of Akuaba dolls, slaves and bottle rack. Flag pole mounted on top and shark mounted beneath. Flag contains an image of Middle Passage slave ship quarters.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=11,d36375bfec42
Limited edition lithograph,Gift of Kenneth W. Grams,The Solo,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CSolo%2Ejpg,"21.75"" H x 19"" W","John Thomas Riddle, Jr.",Two jazz musicians shown with their instruments (saxophone and trumpet) surrounded by vibrant colors in almost a Cubist rendering. Image used to promote the 1991 Mountreux Atlanta International Music Festival.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=12,9897a502bc6f
Welded metal assemblage and paint,Gift of Albert and Shirley Porter,Pressure From the Right,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CRiddle%5FPressureRight%2Ejpg,"15.5"" H x 28"" W x 6"" D","John Thomas Riddle, Jr.","Two polychromed hexahedrons with parts of a gun welded between them mounted to a steel plate with a steel rod. The hexahedrons are colored with red, white and blue paint.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=15,a88b0a4c9ebe
Welded metal assemblage,Gift of Albert and Shirley Porter,Untitled (bird),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRiddle%5CRiddle%5Fbird%2Ejpg,"21.75"" H x 8.25"" W x 7.25"" D","John Thomas Riddle, Jr.",Slag incorporating bolts and scrap metal mounted on steel base with a steel rod fastened to a wood hexahedron.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Thomas+Riddle%2C+Jr%2E&whereclause=where+maker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+cleanmaker%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker1%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker2%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker3%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker4%3D%27John+Thomas+Riddle%2C+Jr%2E%27+OR+maker5%3D%27John+Thomas+Riddle%2C+Jr%2E%27&current_record=16,1c3a59b526f6
"wood, fabric, paint, metal bell",California Afro-American Museum Foundation purchase,First Poet Olivia,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5COutterbridge%5COlivia%2Ejpg,"37"" x 11½"" x 38""",John Wilfred Outterbridge,"Mixed-media sculpture, in the shape of an ironing board. Support/legs in the shape of a stylized animal, the front leg appears as a grazing animal head, with a painted bell around its neck. Rear support/leg in the shape of animal legs with stylized feet. Top surface of board has 7 flat irons, 6 are standing up and one on its side. 5 of the 7 irons have multi-colored rags wrapped around their handles. The board is decorated with 5 colorful painted fields. Head of front leg has carved shell-like ears, red jewel eyes and painted surface.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Wilfred+Outterbridge&whereclause=where+maker%3D%27John+Wilfred+Outterbridge%27+OR+cleanmaker%3D%27John+Wilfred+Outterbridge%27+OR+maker1%3D%27John+Wilfred+Outterbridge%27+OR+maker2%3D%27John+Wilfred+Outterbridge%27+OR+maker3%3D%27John+Wilfred+Outterbridge%27+OR+maker4%3D%27John+Wilfred+Outterbridge%27+OR+maker5%3D%27John+Wilfred+Outterbridge%27&current_record=1,6cb0e6f1a9cd
Mixed media,Gift of the artist,Lift Every Voice (Ethnic Heritage Group),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5COutterbridge%5CLift+Every+Voice%5CLift2%2Ejpg,11' x 3' x 3',John Wilfred Outterbridge,sculpture in form of large flute.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Wilfred+Outterbridge&whereclause=where+maker%3D%27John+Wilfred+Outterbridge%27+OR+cleanmaker%3D%27John+Wilfred+Outterbridge%27+OR+maker1%3D%27John+Wilfred+Outterbridge%27+OR+maker2%3D%27John+Wilfred+Outterbridge%27+OR+maker3%3D%27John+Wilfred+Outterbridge%27+OR+maker4%3D%27John+Wilfred+Outterbridge%27+OR+maker5%3D%27John+Wilfred+Outterbridge%27&current_record=2,98eeb57781a7
"Metal, wire, cloth and other mixed media","CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Ethnic Heritage Series: California Crosswalk,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5COutterbridge%5CCrosswalk%2Ejpg,"28"" H x 36"" W x 72"" D",John Wilfred Outterbridge,mixed media and steel assemblage,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Wilfred+Outterbridge&whereclause=where+maker%3D%27John+Wilfred+Outterbridge%27+OR+cleanmaker%3D%27John+Wilfred+Outterbridge%27+OR+maker1%3D%27John+Wilfred+Outterbridge%27+OR+maker2%3D%27John+Wilfred+Outterbridge%27+OR+maker3%3D%27John+Wilfred+Outterbridge%27+OR+maker4%3D%27John+Wilfred+Outterbridge%27+OR+maker5%3D%27John+Wilfred+Outterbridge%27&current_record=3,a1cc9277ed68
"wood, tin and mixed media",Museum purchase,Twenty-two Rhymes in a Row,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5COutterbridge%5C22%2Ebmp,"Each piece approximately 25"" H x 3"" Diameter, posts are 2"" W",John Wilfred Outterbridge,Twenty-two (22) small shotgun house structures mounted on rough hewn wood posts.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Wilfred+Outterbridge&whereclause=where+maker%3D%27John+Wilfred+Outterbridge%27+OR+cleanmaker%3D%27John+Wilfred+Outterbridge%27+OR+maker1%3D%27John+Wilfred+Outterbridge%27+OR+maker2%3D%27John+Wilfred+Outterbridge%27+OR+maker3%3D%27John+Wilfred+Outterbridge%27+OR+maker4%3D%27John+Wilfred+Outterbridge%27+OR+maker5%3D%27John+Wilfred+Outterbridge%27&current_record=4,0764bb695072
Mixed media assemblage construction,Gift of the artist,REVIEW/54--Outhouse,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5COutterbridge%5COutterbride%5FOuthous%2Ejpg,"84"" H x 32"" W x 40""D",John Wilfred Outterbridge,"Wooden outhouse structure with two wheels mounted on right and left exterior sides. Inside is plastered with text, photographs, a light, and audio recording. Outside shows stenciled dates.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Wilfred+Outterbridge&whereclause=where+maker%3D%27John+Wilfred+Outterbridge%27+OR+cleanmaker%3D%27John+Wilfred+Outterbridge%27+OR+maker1%3D%27John+Wilfred+Outterbridge%27+OR+maker2%3D%27John+Wilfred+Outterbridge%27+OR+maker3%3D%27John+Wilfred+Outterbridge%27+OR+maker4%3D%27John+Wilfred+Outterbridge%27+OR+maker5%3D%27John+Wilfred+Outterbridge%27&current_record=5,4749f3c9f6f9
bronze,Gift of the Director Arts Circle,Standing Woman,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStanding%2Ejpg,"26"" H x 11"" W x 6"" D",John Woodrow Wilson,bronze sculpture of classical female nude,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+John+Woodrow+Wilson&whereclause=where+maker%3D%27John+Woodrow+Wilson%27+OR+cleanmaker%3D%27John+Woodrow+Wilson%27+OR+maker1%3D%27John+Woodrow+Wilson%27+OR+maker2%3D%27John+Woodrow+Wilson%27+OR+maker3%3D%27John+Woodrow+Wilson%27+OR+maker4%3D%27John+Woodrow+Wilson%27+OR+maker5%3D%27John+Woodrow+Wilson%27&current_record=1,cb4b92658362
Offset lithograph,Gift of Carolyn Berger,First Annual John Coltrane Festival,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPosters%5CColtrane%2Ejpg,"28.75"" H x 20.25"" W",Jowcol Music/Hollar Boys Advertising,Poster advertising the first annual John Coltrane Festival at USC and Griffith Park in Los Angeles. Photograph of John Coltrane at top with text above and below the image.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Jowcol+Music%2FHollar+Boys+Advertising&whereclause=where+maker%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+cleanmaker%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+maker1%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+maker2%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+maker3%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+maker4%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27+OR+maker5%3D%27Jowcol+Music%2FHollar+Boys+Advertising%27&current_record=1,344018dcd866
Gelatin silver print,Collection of California African American Museum,Rosa Parks,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CSedwick%5FParks%2Ejpg,"10"" x 8""",Judith Sedwick,Black and white photograph of a mature Ms. Rosa Parks wearing glasses and gazing to right of window.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Judith+Sedwick&whereclause=where+maker%3D%27Judith+Sedwick%27+OR+cleanmaker%3D%27Judith+Sedwick%27+OR+maker1%3D%27Judith+Sedwick%27+OR+maker2%3D%27Judith+Sedwick%27+OR+maker3%3D%27Judith+Sedwick%27+OR+maker4%3D%27Judith+Sedwick%27+OR+maker5%3D%27Judith+Sedwick%27&current_record=1,359656f62835
Stereograph photography,Gift of Paul Kiler,A Typical Texas Cotton Field At Picking Time,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CTexasCotton%5Fverso%2Ejpg,"3.5"" H x 7"" W",Keystone View Company,Stereo card showing six African Americans picking cotton in Texas.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Keystone+View+Company&whereclause=where+maker%3D%27Keystone+View+Company%27+OR+cleanmaker%3D%27Keystone+View+Company%27+OR+maker1%3D%27Keystone+View+Company%27+OR+maker2%3D%27Keystone+View+Company%27+OR+maker3%3D%27Keystone+View+Company%27+OR+maker4%3D%27Keystone+View+Company%27+OR+maker5%3D%27Keystone+View+Company%27&current_record=1,d75362e0e167
Stereograph photography,Gift of Paul Kiler,A Typical Texas Cotton Field At Picking Time (duplicate),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CTexas+Cotton+Field%2Ejpg,"3.5"" H x 7"" W",Keystone View Company,Stereo card showing six African Americans picking cotton in Texas.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Keystone+View+Company&whereclause=where+maker%3D%27Keystone+View+Company%27+OR+cleanmaker%3D%27Keystone+View+Company%27+OR+maker1%3D%27Keystone+View+Company%27+OR+maker2%3D%27Keystone+View+Company%27+OR+maker3%3D%27Keystone+View+Company%27+OR+maker4%3D%27Keystone+View+Company%27+OR+maker5%3D%27Keystone+View+Company%27&current_record=2,8e2c280dadee
"A reconstructed 1930's chair with enamels, photographs, quotes and a radiator base",Gift of Jack X Fields,To Sit As A Ladder (In Honor of Rosa Parks),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKim+Abeles%5Crosaparks+chair1+copy%2Ejpg,"67"" H  x 22"" W  x 12"" D",Kim Abeles,"A reconstructed 1930's chair with enamels, photographs, quotes and a radiator base. The sculpture is a homage to Ms. Rosa Parks, Civil Rights activist whose refusal to give her bus seat on December 1, 1965 lead to the bus boycott in Montgomery, Alabama.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Kim+Abeles&whereclause=where+maker%3D%27Kim+Abeles%27+OR+cleanmaker%3D%27Kim+Abeles%27+OR+maker1%3D%27Kim+Abeles%27+OR+maker2%3D%27Kim+Abeles%27+OR+maker3%3D%27Kim+Abeles%27+OR+maker4%3D%27Kim+Abeles%27+OR+maker5%3D%27Kim+Abeles%27&current_record=1,9327b9debbb7
"Bound book framed with satin, wood, metal and lock of hair; framed lithograph on outside cover",Gift of Kim Abeles,Encyclopedia Persona,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKim+Abeles%5CAbeles%5FPersonaF%2Ejpg,"15.75"" H x 13"" W x 2.5"" D",Kim Abeles,"Framed book © 1993 published in conjunction with Kim Abeles: Encyclopedia Persona, A Fifteen-Year Survey at the Santa Monica Museum of Art; curated by Karen Moss. The encyclopedia includes an entry on Rosa Parks and To Sit As Ladder (In Honor of Rosa Parks), which is a sculpture by Abeles that was donated to CAAM in 1992.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Kim+Abeles&whereclause=where+maker%3D%27Kim+Abeles%27+OR+cleanmaker%3D%27Kim+Abeles%27+OR+maker1%3D%27Kim+Abeles%27+OR+maker2%3D%27Kim+Abeles%27+OR+maker3%3D%27Kim+Abeles%27+OR+maker4%3D%27Kim+Abeles%27+OR+maker5%3D%27Kim+Abeles%27&current_record=2,78c18bcd059a
business card,Collection of California African American Museum,Benefit Building Fund Hawaiian Luau,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CKIngHotel%5FLuau%2Ejpg,"2"" x 3.5""",King's Hotel (Formerly Dunbar),"Business card announcing a benefit for the King Hotel on Sunday, November 9, 1958 with a $2 donation.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+King%27s+Hotel+%28Formerly+Dunbar%29&whereclause=where+maker%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+cleanmaker%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+maker1%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+maker2%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+maker3%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+maker4%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27+OR+maker5%3D%27King%27%27s+Hotel+%28Formerly+Dunbar%29%27&current_record=1,d21709f366c2
Wood,Gift of Dr. and Mrs. Melvin Silverman,"Mask, helmet",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CKuba+mask%2Ejpg,"14"" x 10"" x 14""",Kuba People of Congo,Reddish brown with black highlights. Ornately carved wooden mask with large protruding eyes and nose. Forehead has sharp ridge with round projection atop head as ornamentation raffia embellishes bottom of mask at neck with multi-triangular design around protruding mouth. Exceptional.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Kuba+People+of+Congo&whereclause=where+maker%3D%27Kuba+People+of+Congo%27+OR+cleanmaker%3D%27Kuba+People+of+Congo%27+OR+maker1%3D%27Kuba+People+of+Congo%27+OR+maker2%3D%27Kuba+People+of+Congo%27+OR+maker3%3D%27Kuba+People+of+Congo%27+OR+maker4%3D%27Kuba+People+of+Congo%27+OR+maker5%3D%27Kuba+People+of+Congo%27&current_record=1,f575d82b372c
Ceramic with mixed media,"Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art""",Indwell,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLavialle+Campbell%5CIndwell%2Ejpg,H 8' x W 21' x D 35',Lavialle Campbell,an installation of ceramic artwork incorporating water fountains,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Lavialle+Campbell&whereclause=where+maker%3D%27Lavialle+Campbell%27+OR+cleanmaker%3D%27Lavialle+Campbell%27+OR+maker1%3D%27Lavialle+Campbell%27+OR+maker2%3D%27Lavialle+Campbell%27+OR+maker3%3D%27Lavialle+Campbell%27+OR+maker4%3D%27Lavialle+Campbell%27+OR+maker5%3D%27Lavialle+Campbell%27&current_record=1,71eb18ae68a8
Rotogravure,Gift of Edward T. Garcia,"""When he Plays Jazz, he's Got--Hot Lips"" (A Blues Fox Trot Song)",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CHotLips+copy%2Ejpg,"12.25"" x 9.25""","Leo. Feist, Inc.","Sheet music written by Henry Busse, Henry Lange and Lou Davis; drawing of African American male in tuxedo playing the trumpet.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Leo%2E+Feist%2C+Inc%2E&whereclause=where+maker%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+cleanmaker%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker1%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker2%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker3%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker4%3D%27Leo%2E+Feist%2C+Inc%2E%27+OR+maker5%3D%27Leo%2E+Feist%2C+Inc%2E%27&current_record=1,13418efeb1c6
