birthYear,image-URL,collection,type,url,title,nationality,when-acquired,dimensions,birthPlaceCity,artistName,credit,deathYear,production_id
1849,http://www.sfmoma.org/images/artwork/medium/98.129_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/19465,"Lodgers in a Crowded Bayard Street Tenement--""Five Cents a Spot""","American, born Denmark",1998,20.64 cm x 24.77 cm,Ribe,Jacob August Riis,Gift of Howard Greenberg,1914,6026eb814cb0
1826,http://www.sfmoma.org/images/artwork/medium/2003.125_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/109309,Atlantic and Great Western Railway,American,2003,18.57 cm x 23.5 cm,Ithaca,J. F. Ryder,Gift of Simon Lowinsky to remember Merrily Page,1904,d80dbcd63690
1887,http://www.sfmoma.org/images/artwork/medium/79.309_01_e02_23.jpg,SFMOMA,Furniture,http://www.sfmoma.org/explore/collection/artwork/372,Upholstered chair,"American, born Austria",1979,68.58 cm x 90.81 cm x 90.81 cm,Vienna,Rudolph M. Schindler,Accessions Committee Fund purchase,1953,76e8692cfef4
1901,http://www.sfmoma.org/images/artwork/medium/2002.170.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/31800,"Health Inspector, Atlanta","American, born Denmark",2002,16.51 cm x 20.96 cm,Copenhagen,Peter Sekaer,Foto Forum purchase,1950,0033cd9fbd1d
1883,http://www.sfmoma.org/images/artwork/medium/74.78_01_d02.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/279,Aerial Gyrations,American,1974,60.01 cm x 47.31 cm,Philadelphia,Charles Sheeler,Mrs. Manfred Bransten Special Fund purchase,1965,f49a75c4c24f
1883,http://www.sfmoma.org/images/artwork/medium/99.324.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/25980,"Chartres -- Flying Buttresses, East End",American,1999,24.13 cm x 19.05 cm,Philadelphia,Charles Sheeler,Purchase through a gift of Henry Buhl,1965,4872e26a29d3
1883,http://www.sfmoma.org/images/artwork/medium/99.480_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/25938,"Doylestown House - Closet, Stairs",American,1999,24 cm x 16.5 cm,Philadelphia,Charles Sheeler,Purchase through a gift of Phyllis Wattis,1965,e2799ca580e5
1883,http://www.sfmoma.org/images/artwork/medium/99.481_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/37487,Doylestown House - Downstairs Window,American,1999,24 cm x 16.5 cm,Philadelphia,Charles Sheeler,Purchase through a gift of Phyllis Wattis,1965,a1d7a5224cab
1883,http://www.sfmoma.org/images/artwork/medium/99.482_01_retouched_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/37488,"Doylestown House - Stairway, Open Door",American,1999,24 cm x 17.5 cm,Philadelphia,Charles Sheeler,Purchase through a gift of the Susie Tompkins Buell Donor-Advised Fund of the Marin Community Foundation,1965,b630d847d55e
1883,http://www.sfmoma.org/images/artwork/medium/99.483_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/37497,Ford Plant - Blast Furnace and Dust Catcher,American,1999,24.92 cm x 19.84 cm,Philadelphia,Charles Sheeler,Purchase through an anonymous gift,1965,9b8293549b5b
1883,http://www.sfmoma.org/images/artwork/medium/86.117.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13607,"Untitled (Electric Power Plant, New Bedford, Massachusetts)",American,1986,24.29 cm x 18.89 cm,Philadelphia,Charles Sheeler,Gift of Anne MacDonald Walker in honor of Samuel Wagstaff,1965,bfac14da07bd
1883,http://www.sfmoma.org/images/artwork/medium/92.53.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/5161,Untitled (La Négresse Blonde),American,1992,24.13 cm x 17.78 cm,Philadelphia,Charles Sheeler,Estate of Elise S. Haas,1965,b8dd2a9b78f1
1820,http://www.sfmoma.org/images/artwork/medium/PH99113.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/30354,Untitled [Group of prominent gentlemen],American,1999,15.24 cm x 12.22 cm x 1.59 cm,near Watertown,William J. Shew,"Purchase through a gift of Lucinda Watson, the Evelyn and Walter Haas, Jr. Fund, an anonymous gift, H. Marcia Smolens, Tony and I'lee Hooker, and the Accessions Committee Fund",1903,8130afc10f19
1820,http://www.sfmoma.org/images/artwork/medium/99.455_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/30342,Untitled [Miner],American,1999,12.07 cm x 9.53 cm x 1.43 cm,near Watertown,William J. Shew,"Purchase through a gift of Lucinda Watson, the Evelyn and Walter Haas, Jr. Fund, an anonymous gift, H. Marcia Smolens, Tony and I'lee Hooker, and the Accessions Committee Fund",1903,8de868df7bb5
1820,http://www.sfmoma.org/images/artwork/medium/PH99131.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/30340,"Untitled [Robert Howe, California State Senator and 49er]",American,1999,9.37 cm x 8.1 cm x 1.75 cm,near Watertown,William J. Shew,"Purchase through a gift of Lucinda Watson, the Evelyn and Walter Haas, Jr. Fund, an anonymous gift, H. Marcia Smolens, Tony and I'lee Hooker, and the Accessions Committee Fund",1903,518c6f87f287
1903,http://www.sfmoma.org/images/artwork/medium/85.759_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13630,Gloucester,American,1985,23.5 cm x 33.02 cm,New York City,Aaron Siskind,Gift of Charles Levin,1991,bda62462bf75
1903,http://www.sfmoma.org/images/artwork/medium/82.546.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13614,New York,American,1982,18.89 cm x 24.29 cm,New York City,Aaron Siskind,Gift of Robert and Joyce Menschel,1991,fb829fce84b6
1903,http://www.sfmoma.org/images/artwork/medium/73.56.10_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/18434,Terrors and Pleasures of Levitation,American,1973,11.75 cm x 11.75 cm,New York City,Aaron Siskind,Gift of Virginia Hassel Ballinger in Memory of Paul Hassel,1991,68c42b1a94e8
1912,http://www.sfmoma.org/images/artwork/medium/80.48_02_c04.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/282,Throwback,American,1980,202.26 cm x 493.4 cm x 267.97 cm,South Orange,Tony Smith,"William L. Gerstle Collection, William L. Gerstle Fund purchase",1980,51f86fef1961
1905,http://www.sfmoma.org/images/artwork/medium/2001.291.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/105329,Arizona Landscape,"American, born Italy",2001,19.37 cm x 24.13 cm,Angri,Frederick Sommer,Purchase through a partial gift of Richard and Pamela Kramlich and Accessions Committee Fund,1999,fa1946f9d9a6
1905,http://www.sfmoma.org/images/artwork/medium/83.410_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13682,Chicken Entrails,"American, born Italy",1983,24.13 cm x 19.37 cm,Angri,Frederick Sommer,Gift of Brett Weston,1999,f6f3d7f70b11
1905,http://www.sfmoma.org/images/artwork/medium/PH01.240.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/105331,Coyote,"American, born Italy",2001,19.37 cm x 24.13 cm,Angri,Frederick Sommer,Purchase through a gift of Richard and Pamela Kramlich,1999,044d78a0a019
1905,http://www.sfmoma.org/images/artwork/medium/83.76.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/29493,Untitled [Illustration of a Man in a Car with Doll Legs Attached],"American, born Italy",1983,24.13 cm x 19.37 cm,Angri,Frederick Sommer,Clinton Walker Fund purchase,1999,ba9bfcde71b0
1905,http://www.sfmoma.org/images/artwork/medium/2001.293.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/105330,"Venus, Jupiter and Mars","American, born Italy",2001,19.37 cm x 24.13 cm,Angri,Frederick Sommer,Purchase through a gift of Richard and Pamela Kramlich,1999,5335682b143e
1893,http://www.sfmoma.org/images/artwork/medium/59.2669.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/283,The Desk,American,1959,61.6 cm x 82.23 cm,Pawtucket,Niles Spencer,Gift of the Women's Board,1952,38b290340394
1922,http://www.sfmoma.org/images/artwork/medium/60.4177.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/4967,Ahab I for R. J. H.,American,1960,177.8 cm x 203.2 cm,New York City,Theodoros Stamos,"Gift of the Women's Board and the Arts Fund, Inc.",1997,432c5bcbdc0b
1902,http://www.sfmoma.org/images/artwork/medium/96.590_01_g03.jpg,SFMOMA,Furniture,http://www.sfmoma.org/explore/collection/artwork/18320,Wassily chair,"American, born Hungary",1996,73.66 cm x 79.38 cm x 68.58 cm,P&eacute;cs,Marcel Breuer,Gift of Michael and Gabrielle Boyd,1981,d7e0af3c90b0
1879,http://www.sfmoma.org/images/artwork/medium/83.421.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/19445,Isadora Duncan,"American, born Luxembourg",1983,14.61 cm x 18.1 cm,Luxembourg,Edward Steichen,Gift of Dr. and Mrs. Barry Ramer,1973,68383d5fa918
1879,http://www.sfmoma.org/images/artwork/medium/97.172_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/18438,"Lotus, Mount Kisco, New York","American, born Luxembourg",1997,24.45 cm x 19.37 cm,Luxembourg,Edward Steichen,"The Margaret Weston Collection, fractional gift of Sandra Lloyd",1973,cdfbb4ed5a2d
1879,http://www.sfmoma.org/images/artwork/medium/83.424.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13774,Portrait of Clarence H. White,"American, born Luxembourg",1983,22.54 cm x 16.35 cm,Luxembourg,Edward Steichen,Gift of Dr. and Mrs. Barry Ramer,1973,854c1d689909
1879,http://www.sfmoma.org/images/artwork/medium/84.1436.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13775,"The George Washington Bridge, New York","American, born Luxembourg",1984,24.61 cm x 11.75 cm,Luxembourg,Edward Steichen,Gift of Mr. and Mrs. Martin Bovill,1973,55b0fccf70e5
1879,http://www.sfmoma.org/images/artwork/medium/82.110.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/19393,Untitled (Adolphe Menjou),"American, born Luxembourg",1982,24.29 cm x 19.21 cm,Luxembourg,Edward Steichen,Bequest of Edward Steichen,1973,c1f13bbd8fdf
1879,http://www.sfmoma.org/images/artwork/medium/82.100.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/19433,Untitled (George Gershwin),"American, born Luxembourg",1982,24.13 cm x 19.69 cm,Luxembourg,Edward Steichen,Bequest of Edward Steichen,1973,0e11307a52ae
1899,http://www.sfmoma.org/images/artwork/medium/97.173.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/18581,"Ford, New York City",American,1997,19.05 cm x 24.13 cm,Cleveland,Ralph Steiner,"Accessions Committee Fund: gift of Barbara and Gerson Bakar, Susan and Robert Green, Evelyn D. Haas, Diane and Scott Heldfond, Leanne B. Roberts, Phyllis Wattis, and Judy and John Webb",1986,bd4135e0743b
1899,http://www.sfmoma.org/images/artwork/medium/2003.126_01_b03.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/108884,"Nehi, take a good look at the bottle",American,2003,24.4 cm x 19.3 cm,Cleveland,Ralph Steiner,"Accessions Committee Fund: gift of Barbara and Gerson Bakar, Shawn and Brook Byers, Doris and Donald Fisher, and Danielle and Brooks Walker Jr.",1986,d1048f02290a
1899,http://www.sfmoma.org/images/artwork/medium/83.109.1-8_01_b03.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13745,The Beater and the Pan,American,1983,25.08 cm x 18.57 cm,Cleveland,Ralph Steiner,Purchase,1986,a3108f5afa00
1899,http://www.sfmoma.org/images/artwork/medium/83.109.2_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13747,"Untitled, from The Beater and the Pan",American,1983,11.91 cm x 8.1 cm,Cleveland,Ralph Steiner,Purchase,1986,5882509b5055
1877,http://www.sfmoma.org/images/artwork/medium/35.3016_01_b04.jpg,SFMOMA,Drawing,http://www.sfmoma.org/explore/collection/artwork/519,Balinese Girl,"American, born Latvia",1935,45.4 cm x 41.28 cm,Libau,Maurice Sterne,"Albert M. Bender Collection, Gift of Albert M. Bender",1957,26529fc3c1c5
1877,http://www.sfmoma.org/images/artwork/medium/37.2077_01_b04.jpg,SFMOMA,Drawing,http://www.sfmoma.org/explore/collection/artwork/630,Reclining Woman,"American, born Latvia",1937,38.1 cm x 68.58 cm,Libau,Maurice Sterne,"Albert M. Bender Collection, Gift of Albert M. Bender",1957,2e22deb7f23c
1877,http://www.sfmoma.org/images/artwork/medium/36.6198_01_b04.jpg,SFMOMA,Drawing,http://www.sfmoma.org/explore/collection/artwork/588,Seated Indian,"American, born Latvia",1936,58.42 cm x 41.91 cm,Libau,Maurice Sterne,"Albert M. Bender Collection, Gift of Albert M. Bender",1957,549ee64694fc
1877,http://www.sfmoma.org/images/artwork/medium/41.2_01_b04.jpg,SFMOMA,Drawing,http://www.sfmoma.org/explore/collection/artwork/852,Two Figures,"American, born Latvia",1941,25.72 cm x 31.75 cm,Libau,Maurice Sterne,"Albert M. Bender Collection, Gift of Albert M. Bender",1957,a380f18a3a5d
1828,http://www.sfmoma.org/images/artwork/medium/2004.698_01_e04.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/119336,"North Porch, Erechtheion, Acropolis, Athens",American,2004,23.81 cm x 19.05 cm,Schenectady,William James Stillman,Gift of Gordon L. Bennett,1901,c8e30bb7fea4
1828,http://www.sfmoma.org/images/artwork/medium/94.417.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/9309,"Profile of the eastern façade [of the Parthenon], showing the curvature of the stylobate, from The Acropolis of Athens",American,1994,18.57 cm x 23.81 cm,Schenectady,William James Stillman,Foto Forum purchase,1901,6158fdc6212e
1890,http://www.sfmoma.org/images/artwork/medium/2005.199_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/113053,"Adobe Facade, New Mexico",American,2005,12.86 cm x 15.56 cm,New York City,Paul Strand,"Accessions Committee Fund, Anonymous Fund, and purchase through a gift of Gary B. Sokol, Laura and John Fisher, Members of Foto Forum, and an anonymous donor",1976,49bc26a9f335
1890,http://www.sfmoma.org/images/artwork/medium/75.10_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13851,"Barns and Sheds, Louiseville, Quebec",American,1975,18.89 cm x 24.13 cm,New York City,Paul Strand,Accessions Committee Fund purchase,1976,004ff375e173
1890,http://www.sfmoma.org/images/artwork/medium/84.15_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13860,"Chair Abstract, Twin Lakes, Connecticut",American,1984,33.02 cm x 24.61 cm,New York City,Paul Strand,Purchase,1976,9e6d21afbd9c
1890,http://www.sfmoma.org/images/artwork/medium/75.107.17_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13881,"Cristo with Thorns, Huexotla, from the portfolio Photographs of Mexico",American,1975,26.19 cm x 20.64 cm,New York City,Paul Strand,Gift of the Photographic Society of San Francisco,1976,b398d24ebb5a
1890,http://www.sfmoma.org/images/artwork/medium/80.83_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/37486,"Double Akeley, New York",American,1980,24.61 cm x 19.69 cm,New York City,Paul Strand,The Helen Crocker Russell and William H. and Ethel W. Crocker Family Funds purchase,1976,4cd5eee0a41d
1890,http://www.sfmoma.org/images/artwork/medium/79.159_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13853,"Driftwood, Maine",American,1979,24.92 cm x 19.84 cm,New York City,Paul Strand,Gift of Louise Dahl-Wolfe in memory of Elizabeth Dahl,1976,0553ba466d42
1890,http://www.sfmoma.org/images/artwork/medium/80.84_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13857,"Fox River, Gaspé",American,1980,20 cm x 25.08 cm,New York City,Paul Strand,The Helen Crocker Russell and William H. and Ethel W. Crocker Family Funds purchase,1976,da016a505495
1890,http://www.sfmoma.org/images/artwork/medium/99.693_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/48013,"Mr. Bennett, Vermont",American,1999,22.86 cm x 28.89 cm,New York City,Paul Strand,"Gift of John ""Launny"" Steffens",1976,d81238bf3016
1890,http://www.sfmoma.org/images/artwork/medium/92.483_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/8359,Portrait of Rose Dincess,American,1992,24.45 cm x 19.53 cm,New York City,Paul Strand,Gift of Kate Elman,1976,41c3052adfe4
1890,http://www.sfmoma.org/images/artwork/medium/2003.216%2001_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/113894,"Rebecca, New Mexico",American,2003,24.77 cm x 19.69 cm,New York City,Paul Strand,Gift of Carla Emil and Rich Silverstein,1976,aaf279a6ba19
1890,http://www.sfmoma.org/images/artwork/medium/80.82_01_B02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/13855,"The Court, New York",American,1980,24.61 cm x 19.37 cm,New York City,Paul Strand,The Helen Crocker Russell and William H. and Ethel W. Crocker Family Funds purchase,1976,5bf639b1e6ab
1890,http://www.sfmoma.org/images/artwork/medium/PGPH03.181%2001_d02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/113895,Untitled (Rebecca),American,2003,24.45 cm x 19.37 cm,New York City,Paul Strand,Gift of Carla Emil and Rich Silverstein,1976,e899934a0281
1901,http://www.sfmoma.org/images/artwork/medium/69.83_01_d02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/4546,Annette VII,Swiss,1969,46.99 cm x 27.31 cm x 19.05 cm,Borgonova,Alberto Giacometti,Gift of Mr. and Mrs. Louis Honig,1966,c34a2348c52b
1901,http://www.sfmoma.org/images/artwork/medium/82.381_01_b02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/4548,Lampe avec deux figures (Lamp with Two Figures),Swiss,1982,33.97 cm x 37.15 cm x 18.42 cm,Borgonova,Alberto Giacometti,Gift of the Carl Djerassi and Norma Djerassi Art Trust in memory of Pamela Djerassi Bush,1966,72c2aee02f3c
1876,http://www.sfmoma.org/images/artwork/medium/83.224_01_d02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/132,Petite faucille (femme debout) (Small Sickle [Woman Standing]),Spanish,1983,29.21 cm x 12.07 cm x 8.89 cm,Barcelona,Julio González,Gift of E. Morris Cox from the collection of Margaret Storke Cox,1942,e625433bda22
1901,http://www.sfmoma.org/images/artwork/medium/98.292_01_d03.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/37625,Tête (Trois quarts et profil) (Buste de Diego) (Head [Three-Quarters Profile] [Bust of Diego]),Swiss,1998,62.23 cm x 25.4 cm x 16.51 cm,Borgonova,Alberto Giacometti,Fractional purchase and bequest of Phyllis Wattis,1966,7b055955efd8
1817,http://www.sfmoma.org/images/artwork/medium/2008.160_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/128700,"Abu Simbel, Large Speos - Colossal Statues Seen from the Front (Lower Part)",French,2008,24.13 cm x 30.8 cm,Saint Flour,Félix Teynard,Accessions Committee Fund purchase,1892,218d6b01f627
1817,http://www.sfmoma.org/images/artwork/medium/96.194.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/9773,"Djîzeh (Nécropole de Memphis), Pyramide de Chéops (Grande Pyramide) [Gizeh (Necropolis of Memphis), Pyramid of Cheops (Great Pyramid)]",French,1996,24.77 cm x 31.12 cm,Saint Flour,Félix Teynard,"Accessions Committee Fund: gift of the Modern Art Council, Leanne B. Roberts, and Helen and Charles Schwab",1892,b18774892edb
1817,http://www.sfmoma.org/images/artwork/medium/ph01.214.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/104821,General View Taken from the Southern Tip of the Island of Elephantine. First Cataract,French,2002,23.9 cm x 30.8 cm,Saint Flour,Félix Teynard,Accessions Committee Fund purchase,1892,9865b8090ba8
1837,http://www.sfmoma.org/images/artwork/medium/2000.613.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/25988,"""Caney"" the Clown, from the book Street Life in London",Scottish,2000,11.75 cm x 8.89 cm,Edinburgh,John Thomson,Accessions Committee Fund purchase,1921,a846c8430e4f
1867,http://www.sfmoma.org/images/artwork/medium/96.615_01_b02.jpg,SFMOMA,Design object,http://www.sfmoma.org/explore/collection/artwork/18327,Skyscraper Vase,American,1996,57.15 cm x 15.56 cm x 8.89 cm,Richland Center,Frank Lloyd Wright,Gift of Michael and Gabrielle Boyd,1959,ed2cf2e0d464
1874,http://www.sfmoma.org/images/artwork/medium/50.3013_01_d03.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/322,Constructivist Paintings No. 8,Uruguayan,1950,80.33 cm x 49.53 cm,Montevideo,Joaquín Torres-García,Purchase through the aid of a gift from Willard Durham,1949,b49be045dd4c
1874,http://www.sfmoma.org/images/artwork/medium/43.4376_01_b02.jpg,SFMOMA,Paintings,http://www.sfmoma.org/explore/collection/artwork/4800,Two Figures,Uruguayan,1943,73.03 cm x 60.33 cm,Montevideo,Joaquín Torres-García,Gift of Roman Fresnedo Siri through Adolfo J. Sasco,1949,77f2a91281f0
1822,http://www.sfmoma.org/images/artwork/medium/97.464.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/19499,The Neerali Mundapam,British,1997,23.65 cm x 35.56 cm,Devonport,Linnaeus Tripe,Gift of H. Marcia Smolens,1902,3d172732e695
1924,http://www.sfmoma.org/images/artwork/medium/71.66_01_g04.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/5020,Hiro II,American,1971,243.84 cm x 833.12 cm x 213.36 cm,Bozeman,Peter Voulkos,T. B. Walker Foundation Fund purchase and anonymous gift,2002,a0eea7cf9fc5
1924,http://www.sfmoma.org/images/artwork/medium/98.28_01_b02.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/20026,Tientos,American,1998,139.7 cm x 48.26 cm x 76.2 cm,Bozeman,Peter Voulkos,"Purchase through a gift of Phyllis Wattis, and gift of Gregory LaChapelle",2002,cfd5385131f8
1924,http://www.sfmoma.org/images/artwork/medium/78.41.jpg,SFMOMA,Sculpture,http://www.sfmoma.org/explore/collection/artwork/5017,Untitled Plate,American,1978,55.88 cm x 55.88 cm x 11.43 cm,Bozeman,Peter Voulkos,Gift of the Hamilton-Wells Collection,2002,12f34f3f72cb
1914,http://www.sfmoma.org/images/artwork/medium/97.133.jpg,SFMOMA,Furniture,http://www.sfmoma.org/explore/collection/artwork/18245,Side chair,Danish,1997,74.93 cm x 50.8 cm x 40.64 cm,Tonder,Hans J. Wegner,Gift of Bryan M. Crocker and Carol L. Crocker,2007,dcffc337fc3d
1886,http://www.sfmoma.org/images/artwork/medium/PH2000215%2001_e02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/102643,"Aspen Valley, N.M.",American,2004,23.97 cm x 19.05 cm,Highland Park,Edward Weston,Gift of Sharon and Michael Blasgen,1958,5f715ae7798a
1886,http://www.sfmoma.org/images/artwork/medium/62.1185_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14724,Back of Nude,American,1962,23.81 cm x 18.1 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,0f5394404e3e
1886,http://www.sfmoma.org/images/artwork/medium/62.1169.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14708,Cabbage Leaf,American,1962,19.05 cm x 23.97 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,9f14ea79d3a0
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.90_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106244,Casa de Vecindad,American,2001,7.62 cm x 10 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,b7266a692f1e
1886,http://www.sfmoma.org/images/artwork/medium/62.1187_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14726,Chard,American,1962,24.13 cm x 19.37 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,ecd762b027ac
1886,http://www.sfmoma.org/images/artwork/medium/62.1171.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14710,Chinese Cabbage,American,1962,23.5 cm x 19.21 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund Purchase",1958,00d32de9927c
1886,http://www.sfmoma.org/images/artwork/medium/57.1542.JPG,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14690,Corral,American,1957,19.21 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Mrs. Drew Chidester,1958,48d921abe088
1886,http://www.sfmoma.org/images/artwork/medium/2001.88.73_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/106227,Crepúsculo,American,2001,6.03 cm x 10.16 cm,Highland Park,Edward Weston,"Purchase through a gift of the Art Supporting Foundation, John ""Launny"" Steffens, Sandra Lloyd, Shawn and Brook Byers, Mr. and Mrs. George F. Jewett, Jr., and anonymous donors",1958,a0f680320bc8
1886,http://www.sfmoma.org/images/artwork/medium/62.1167.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/21971,"Cypress, Point Lobos",American,1962,24.13 cm x 19.37 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,daadaab34fee
1886,http://www.sfmoma.org/images/artwork/medium/62.1179.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14718,"Dead Man, Colorado Desert",American,1962,19.37 cm x 24.29 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,52ec663127a9
1886,http://www.sfmoma.org/images/artwork/medium/83.20_01_b02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14749,Diego Rivera,American,1983,18.42 cm x 18.57 cm,Highland Park,Edward Weston,"Evelyn and Walter Haas, Jr. Fund Purchase",1958,0ac11d13ca40
1886,http://www.sfmoma.org/images/artwork/medium/73.59.2_01_d02.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14740,Dunes at Oceano,American,1973,19.05 cm x 24.13 cm,Highland Park,Edward Weston,Gift of Virginia Hassel Ballinger in memory of Paul Hassel,1958,a8150bbce18c
1886,http://www.sfmoma.org/images/artwork/medium/62.1173_small_ema.jpg,SFMOMA,Photograph,http://www.sfmoma.org/explore/collection/artwork/14712,"Dunes, Oceano",American,1962,19.21 cm x 24.29 cm,Highland Park,Edward Weston,"Albert M. Bender Collection, Albert M. Bender Bequest Fund purchase",1958,740be1344658
