dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Koshigaya Village, Musashi Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.54,1797,1858,9642a1bffc92
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ryogoku, Edo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.46,1797,1858,45c6c4f2090c
"chutanzaku, sheet: 14-5/8 x 5-1/8 in. (37.1 x 13.0 cm)",1830s,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Red-cheeked Bird and Red Plum Blossoms,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.093,1797,1858,17d065245614
"chutanzaku, sheet: 13 x 4-3/8 in. (33.0 x 11.1 cm)",1830s,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Oyster-catchers, Reeds and Cherry Blossom Petals,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.094,1797,1858,33efdef4f0e1
"chutanzaku, sheet: 13-1/8 x 4-3/8 in. (33.3 x 11.1 cm)",1830s,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Plovers, Waves and Full Moon,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.092,1797,1858,f9b44f98cd79
"oban yoko-e, sheet: 10-1/8 x 14-9/16 in. (25.7 x 37.0 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Richard Keatinge, 1969","Kameyama: Clear Weather after Snow,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1969.072,1797,1858,27cffa854128
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Kambara: Night Snow,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.085,1797,1858,4b87364f9927
"oban yoko-e, sheet: 9-1/8 x 13-15/16 in. (23.2 x 40.5 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Otsu: Hashirii Tea House,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.61,1797,1858,ffead468fa34
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","Otsuki Plain, Kai Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.71,1797,1858,692ffcb9cdee
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Kuroto Bay, Kazusa Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.74,1797,1858,a522a28016bb
"Choban Yoko-e, comp: 6-1/8 x 8-3/8 in. (15.6 x 21.3 cm); sheet: 6-3/4 x 9 in. (17.1 x 22.9 cm)",1834,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand","Otsu,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.058,1797,1858,509959641d95
"oban yoko-e, sheet: 9 x 14-1/16 in. (22.9 x 35.7 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Okitsu: Okitsu River,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.24,1797,1858,6ba31b0d418a
"kotanzaku, sheet: 12-7/8 x 2-7/8 in. (32.7 x 7.3 cm)",1830s,"Norton Simon Museum, Gift of the Pasadena Art Alliance, 1967","Mandarin Ducks and Bamboo Grass,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.079,1797,1858,bca69e276c0b
"oban yoko-e, sheet: 9-3/4  x 14-15/16 in. (24.8 x 37.9 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mariko: Famous Tea House,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.27,1797,1858,a01eed9be92e
"oban yoko-e, sheet: 9-3/4 x 14-13/16 in. (24.8 x 37.6 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Maisaka: A View of Imagiri,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.37,1797,1858,f75c616612fd
"oban tate-e, sheet: 14-7/8 x 10 in. (37.8 x 25.4 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Lake Suwa, Shinano Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.68,1797,1858,0d0c529e2f0b
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (37.0 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Lake at Hakone,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.61,1797,1858,89d5708a33fb
"oban yoko-e, sheet: 9-1/8 x 13-15/16 in. (23.2 x 35.4 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kyoto: The Great Bridge at Sanjo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.62,1797,1858,87f0c7e05179
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Kuwana: Shichiri Crossing,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.081,1797,1858,f9782ab0f013
"oban yoko-e, sheet: 9-15/16 x 14-5/8 in. (25.2 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Kusatsu: Famous Post House,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.60,1797,1858,d36cbfd9fc02
"kotanzaku, sheet: 13-5/8 x 2-15/16 in. (34.6 x 7.5 cm)",1830s,"Norton Simon Museum, Gift of the Pasadena Art Alliance, 1967","Mandarin Ducks and Bamboo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.080,1797,1858,cd1674f51670
"oban yoko-e, sheet: 9-11/16 x 14-7/8 in. (24.6 x 37.8 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Okazaki: Yahagi Bridge,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.46,1797,1858,a87da8aa4f43
"oban yoko-e, sheet: 9-1/8 x 14-1/8 in. (23.2 x 35.9 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Okabe: Utsu Mountain,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.28,1797,1858,0365e3dcc00e
"oban yoko-e, 9-13/16 x 14-3/4 in. (24.9 x 37.5 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Oiso: Toras Rain,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.14,1797,1858,2391089542d7
"oban tate-e, sheet: 14-3/8 x 9-7/16 in. (36.5 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Off Tsukuda Island, Edo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.44,1797,1858,ee806cabc758
"oban yoko-e, sheet: 9-11/16 x 14-5/8 in. (24.6 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Odawara: Sakawa River,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.16,1797,1858,a99ce31a7124
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Minakuchi: Famous Dried Gourd Shavings,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.079,1797,1858,058cf42cd483
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ochanomizu, Edo,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.45,1797,1858,4c2e7559552a
Oban Tate-e,1856,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","Noto Province, Waterfall Bay,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.32,1797,1858,b139c940cb1f
"oban yoko-e, sheet: 9-11/16 x 14-3/8 in. (24.6 x 36.5 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Numazu: Twilight View,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.19,1797,1858,8e102f30ddcf
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Misaka Pass, Kai Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.70,1797,1858,5c09e0ae519a
"oban tate-e, sheet: 14-1/2  x 9-3/4 in. (36.8 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Noge, Yokohama, Musashi Province,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.55,1797,1858,4367776203b2
a: 11 x 8-1/4 x 6-1/2 in. (27.9 x 21.0 x 16.5 cm); b: 10-1/2 x 11 x 7 in. (26.7 x 27.9 x 17.8 cm),1973,Norton Simon Art Foundation,"Two Forms (Green and Green),",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.3a-b.S,1903,1975,0ffdfcc5e560
169 x 88 x 78-1/2 in. (429.3 x 223.5 x 199.4 cm),1966,Norton Simon Art Foundation,"Four Square (Walk Through),",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1969.15.S,1903,1975,40b7d9aca8b6
Paper: 30 x 22-1/2 in. (76.2 x 57.15 cm.); Image: 24 x 17-1/2 in. (60.96 x 44.45 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Eddy,",English,Stanley William Hayter,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.309,1901,1988,2036b3005712
Paper: 20 x 27 in. (50.8 x 68.58 cm.); Image 14-1/2 x 22-5/8 in. (36.83 x 57.47 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Ripple,",English,Stanley William Hayter,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.310,1901,1988,b91747e1dd63
A:  20 x 9-1/4 x 5-1/2 in. (50.8 x 23.5 x 14.0 cm); B: 14 x 6 x 8-1/2 in. (35.6 x 15.2 x 21.6 cm),1973,Norton Simon Art Foundation,"Duo,",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.2a-b.S,1903,1975,3ff15036eea1
overall: 42-1/2 in. h. (108 cm); 72 in. diameter (182.9 cm),1972,Norton Simon Art Foundation,"Assembly of Sea Forms,",English,Barbara Hepworth,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.1a-h.S,1903,1975,1a8596f5974b
"oban yoko-e, sheet: 9-1/8 x 14-1/8 in. (23.2 x 35.9 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nissaka: Sayo Mountain Pass,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.32,1797,1858,613ade2387a4
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi: Daimyo Procession Setting Out,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.02,1797,1858,a322960ad913
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in. (23.2 x 36.2 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi, Edo: Morning Scene,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.01,1797,1858,ff090d8176d2
"oban tate-e, sheet: 13-7/8 x 9-3/8 in. (35.2 x 23.8 cm)",1856-1859,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","New Year's Eve Foxfires at the Changing Tree, Oji,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.14,1797,1858,c6e5b5067b70
"oban yoko-e, sheet: 10-1/8 x 14-5/8 in. (25.7 x 37.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Narumi: Famous Arimatsu Tie-dyed Fabric,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.48,1797,1858,1715fd613ca7
"oban tate-e, sheet: 14-1/8 x 9-1/2 in. (35.9 x 24.1 cm)",1857,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Moon-Viewing Point,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.002,1797,1858,76cd0e287e69
"oban yoko-e, sheet: 9-5/8 x 14-3/8 in. (24.4 x 36.5 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Miya: Festival at Atsuta Shrine,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.49,1797,1858,3420dc757c68
"oban yoko-e, sheet: 8-7/8 x 13-13/16 in. (22.5 x 35.1 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mishima: Morning Mist,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.18,1797,1858,5d77f336bc25
"oban yoko-e, sheet: 9-3/4  x 14-9/16 in. (24.8 x 37.0 cm)",1833-1834,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mitsuke: View of the Tenryu River,",Japanese,Ando Utagawa Hiroshige,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.35,1797,1858,e77d9bfccd9f
25-1/2 x 59-1/4 in. (64.8 x 150.5 cm),1865,The Norton Simon Foundation,"The Village of Saint-Paul on the Banks of the Durance,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=F.1968.08.P,1834,1871,14fbbbea4739
7-1/8 x 17-7/8 in. (18.1 x 45.4 cm),1870,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Landscape in Southern France,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.188.P,1834,1871,006b41c52c8b
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7 x 20 in. (17.78 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.259,1897,1977,56f1056882b9
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 25-1/2? x 11-1/2 in. (64.77? x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.308,1897,1977,94fa92c756ce
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 19-1/4 x 12 in. (48.90 x 30.48 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.307,1897,1977,35bda48651e3
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Flagellation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.05.P,1310,1370,46c422764985
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/8 x 20 in. (18.10 x 50.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.258,1897,1977,c2842c922118
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.306,1897,1977,89149794428f
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.305,1897,1977,b2732bdd3993
Paper: 7-1/2 x 10 in. (19.05 x 25.4 cm.); Image: 5-1/8 x 8 in. (13.34 x 20.32 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.302,1897,1977,3bce6cd04e78
Paper: 12-1/2 x 10 in. (31.75 x 25.4 cm.); Image: 9-1/2 x 5-1/4 in. (24.13 x 13.34 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.301,1897,1977,a88e93e1c25d
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.303,1897,1977,ae0986a12802
Paper: 14 x 10 in. (35.56 x 25.4 cm.); Image: 10 x 6 in. (25.4 x 15.24 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.304,1897,1977,0d587ce194fa
16-3/4 x 20-3/8 in. (42.5 x 51.8 cm),1780,The Norton Simon Foundation,"View of the Santa Maria della Salute with the Dogana di Mare,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=F.1972.47.1.P,1712,1793,54bf10d10be5
17 x 24-3/4 in. (43.2 x 62.9 cm),1780-1790,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","View of the Rialto, Venice, from the Grand Canal,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=M.1966.10.05.P,1712,1793,be64e2b19daa
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.300,1897,1977,caf2c6f8fc43
20-5/8 x 15-1/8 in. (52.4 x 38.4 cm),1760-1765,Norton Simon Art Foundation,"Venetian Capriccio,",Italian,Francesco Guardi,http://images.nortonsimon.org/viewer/index.php?id=M.1982.1.1.P,1712,1793,22ded4540ce6
Sheet: 18 x 14 in. (45.72  35.56 cm.); Image: 17-1/2 x 13-1/4 in. (44.45 x 33.66 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.299,1897,1977,df90f33b1e70
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/4 x 19-1/2 in. (18.42 x 49.53 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.260,1897,1977,5f97c314ab8c
17-1/8 x 15-5/8 in. (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Last Judgement,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.13.P,1310,1370,5821fbfa38ef
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Deposition,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.10.P,1310,1370,e44560fa5397
17-1/4 x 15-1/2 in. (43.8 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Epiphany,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.03.P,1310,1370,04462a17ab7a
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Descent into limbo,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.11.P,1310,1370,811f5a51e577
21-3/4 x 17-3/4 in. (55.2 x 45.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Crucifixion,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.19.P,1310,1370,49e54aa884d9
52-1/8 x 27-5/8 in. (132.4 x 70.2 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Coronation of the Virgin,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01.P,1310,1370,1f5c3377c8c6
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Betrayal,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.04.P,1310,1370,56aabf469be1
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Circumcision,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.08.P,1310,1370,75e531207daf
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Ascension,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.07.P,1310,1370,da67289b0715
13-3/8 x 12-1/2 in. (34.0 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Angel of the Annunciation,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.16.P,1310,1370,a00eb2277886
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  'Noli me tangere',",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.06.P,1310,1370,4e67c6829231
overall:  86 x 104-3/8 in. (218.4 x 265.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01-32.P,1310,1370,abd2cfaaddec
11 x 18-1/4 in. (27.9 x 46.4 cm),1869,Norton Simon Art Foundation,"Landscape in Martigues,",French,Paul-Camille Guigou,http://images.nortonsimon.org/viewer/index.php?id=M.1973.3.1.P,1834,1871,bee6e66f4ae5
sheet: 18-1/8 x 14 in. (46.1 x 35.6 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VIII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.270,1897,1977,a111dc9f83f4
Paper: 18 X 28 in. (45.72 x 71.12 cm.); Image: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.269,1897,1977,439f5cd88b08
Paper: 18 X 14 in. (45.72 x 35.56 cm.); Image: 15-3/4 x 11-3/4 (40.01 x 29.85 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VI),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.268,1897,1977,899f5ed1a051
Paper: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IX),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.271,1897,1977,d9f6bd63423d
17-1/4 x 15-5/8 in. (43.8 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Nativity,",Italian,Guariento di Arpo,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.02.P,1310,1370,68e419ca0915
Paper: 18 X 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony V),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.267,1897,1977,5a907f746aa9
Sheet: 18 x 14 in. (45.72 x 35.56 cm.); Image: 17 x ? in. (43.18 x ? cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony III),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.265,1897,1977,a6547b460099
Sheet: 18 X 14 in.(45.72 x 35.56 cm.); Image: 16-1/2 x 13 in. (41.91 x 33.02 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony II),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.264,1897,1977,d83668ad4d21
Paper: 18 x 14 in. (45.72 x 35.56 cm.); Image: 16-1/2 x 12-1/2 in. (41.91 x 31.75 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IV),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.266,1897,1977,05c598fc8e3e
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony I),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.263,1897,1977,c523984d26cf
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 23-7/8 in. (43.18 x 60.64 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.256,1897,1977,392b46238cc5
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VIII),",American,William Gropper,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.257,1897,1977,d3647966f029
